7	Число избирательных бюллетеней в переносных ящиках для голосования	7287	35	52	76	268	61	51	56	93	51	72	50	40	71	69	54	46	52	30	34	71	73	58	48	75	76	55	63	18	126	60	24	64	22	55	86	51	16	20	83	64	105	70	79	78	62	48	52	48	69	82	73	59	41	62	78	59	59	135	66	82	22	68	35	24	41	145	82	102	72	70	54	57	43	67	28	61	28	38	41	55	77	48	24	25	55	56	143	54	28	47	28	31	40	44	27	23	35	13	50	52	37	44	28	43	110	37	59	60	368	90	121	128	16	0	71	50	27	6	59	0	0	0	24					
8	Число бюллетеней в стационарных ящиках для голосования	177444	1077	1107	1502	895	1575	1392	1936	1620	2076	1431	1803	1529	1248	1546	1753	2315	1310	2019	1411	1816	2115	1349	1493	1589	1713	1255	2023	947	1228	1571	1622	1582	2027	1483	926	1168	1354	1395	1545	2124	1135	1496	1509	1636	1624	2031	1358	1322	1728	1419	1926	1441	1379	1545	1626	1168	1218	1065	1627	1690	559	1887	1837	1911	1299	1475	1415	1760	1663	984	2023	2329	1507	2429	1573	1137	1543	1720	1503	1321	1435	2101	1262	1925	2006	1596	1493	1839	1594	1808	1469	1645	1700	1831	733	1085	1279	1267	2024	1706	1860	1515	2180	1439	690	1449	2093	1534	1562	1201	928	268	234	250	329	250	473	294	291	210	150	1391	1367					
9	Число недействительных избирательных бюллетеней	3067	18	16	29	21	14	16	32	14	41	15	20	32	17	17	28	43	33	34	26	31	43	24	36	24	36	35	31	14	20	21	34	27	40	28	21	16	18	23	33	25	15	19	22	16	24	33	23	20	27	19	28	25	19	27	16	23	17	18	29	43	11	24	36	35	19	26	29	37	26	29	46	44	28	41	30	30	32	48	26	28	20	35	16	33	21	27	17	41	40	54	23	30	41	31	8	12	32	23	36	28	20	22	36	16	14	32	31	27	7	20	18	3	4	4	4	5	13	0	10	6	4	48	21					
10	Число действительных избирательных бюллетеней	181664	1094	1143	1549	1142	1622	1427	1960	1699	2086	1488	1833	1537	1302	1598	1779	2318	1329	2015	1419	1856	2145	1383	1505	1640	1753	1275	2055	951	1334	1610	1612	1619	2009	1510	991	1203	1352	1392	1595	2163	1225	1547	1566	1698	1662	2046	1387	1350	1770	1482	1971	1475	1401	1580	1688	1204	1260	1182	1664	1729	570	1931	1836	1900	1321	1594	1468	1825	1709	1025	2031	2342	1522	2455	1571	1168	1539	1710	1518	1348	1492	2114	1270	1917	2040	1625	1619	1852	1582	1801	1474	1646	1699	1844	752	1096	1282	1257	2038	1730	1877	1537	2172	1466	786	1454	2121	1567	1923	1271	1031	393	246	246	396	295	487	300	340	204	146	1343	1370					
11	Число полученных открепительных  удостоверений	4789	20	25	30	30	35	35	45	60	50	40	50	35	30	40	40	65	45	90	45	45	45	40	35	40	40	59	47	18	35	35	45	35	55	30	45	30	50	40	50	55	30	40	35	40	30	40	35	30	50	50	40	45	40	55	40	25	20	40	40	45	25	55	40	35	30	35	30	30	50	30	50	60	35	65	50	35	40	40	45	50	30	100	50	40	60	55	35	65	44	60	55	65	65	59	14	35	40	30	75	55	45	30	54	50	25	54	45	30	40	0	0	0	0	0	0	0	0	0	0	0	0	60	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	4597	20	25	28	25	35	32	45	58	50	39	49	34	26	39	34	65	45	89	41	45	45	37	33	37	39	59	46	18	34	34	44	34	55	30	44	30	46	40	50	55	28	38	35	38	30	40	33	28	42	47	39	41	40	55	34	25	20	28	39	44	21	55	40	35	30	34	28	29	50	24	50	60	35	64	50	35	40	39	40	42	20	79	44	39	59	55	35	64	38	57	53	65	65	58	13	35	40	30	75	54	45	30	54	50	21	51	45	28	39	0	0	0	0	0	0	0	0	0	0	0	0	59	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	6199	13	28	36	99	36	28	44	38	41	57	28	22	26	28	32	30	26	98	83	36	35	28	6	14	35	49	130	41	31	44	28	25	37	20	19	19	26	15	29	33	35	47	42	16	34	48	36	25	30	32	61	25	38	34	15	23	19	24	33	37	18	24	35	60	27	31	23	33	25	24	41	41	36	29	62	40	65	33	31	74	79	59	40	65	36	25	38	34	25	34	42	35	15	30	21	22	40	22	38	33	31	15	55	31	96	37	35	16	292	620	246	65	74	79	119	79	213	66	112	103	63	96	24					
14	Число неиспользованных открепительных удостоверений	192	0	0	2	5	0	3	0	2	0	1	1	1	4	1	6	0	0	1	4	0	0	3	2	3	1	0	1	0	1	1	1	1	0	0	1	0	4	0	0	0	2	2	0	2	0	0	2	2	8	3	1	4	0	0	6	0	0	12	1	1	4	0	0	0	0	1	2	1	0	6	0	0	0	1	0	0	0	1	5	8	10	21	6	1	1	0	0	1	6	3	2	0	0	1	1	0	0	0	0	1	0	0	0	0	4	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	154	2	1	0	2	3	2	0	1	2	4	3	1	2	4	0	0	1	1	4	1	1	0	0	1	0	2	1	0	1	4	3	2	2	3	1	0	4	4	1	2	1	0	1	0	2	3	1	2	0	0	2	0	1	1	2	2	1	1	1	1	1	2	4	1	1	1	0	1	3	3	1	1	0	3	2	0	0	4	1	0	3	2	2	3	2	0	0	2	3	0	0	1	1	2	1	1	0	1	0	0	0	1	3	2	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																																																		
18	Богданов Андрей Владимирович	3636	18	22	28	19	15	24	33	26	49	29	26	27	23	28	33	52	23	43	23	56	53	31	43	46	36	29	67	20	26	20	18	14	59	32	13	29	23	28	28	34	21	25	33	24	23	37	25	22	32	22	37	38	30	24	28	23	33	17	33	43	7	30	32	26	21	17	26	34	43	19	49	47	36	50	64	28	41	38	42	32	42	62	27	46	53	44	47	36	44	39	36	35	51	38	9	19	36	20	41	32	36	18	44	13	10	29	43	21	31	19	8	4	3	5	5	2	11	3	6	4	1	42	23					
		1.97%	1.62%	1.90%	1.77%	1.63%	0.92%	1.66%	1.66%	1.52%	2.30%	1.93%	1.40%	1.72%	1.74%	1.73%	1.83%	2.20%	1.69%	2.10%	1.59%	2.97%	2.42%	2.20%	2.79%	2.76%	2.01%	2.21%	3.21%	2.07%	1.92%	1.23%	1.09%	0.85%	2.88%	2.08%	1.28%	2.38%	1.68%	1.98%	1.72%	1.55%	1.69%	1.60%	2.08%	1.40%	1.36%	1.78%	1.77%	1.61%	1.78%	1.47%	1.85%	2.53%	2.11%	1.49%	1.64%	1.87%	2.58%	1.42%	1.95%	2.43%	1.20%	1.53%	1.71%	1.34%	1.57%	1.05%	1.74%	1.83%	2.48%	1.80%	2.36%	1.97%	2.32%	2.00%	3.99%	2.34%	2.61%	2.16%	2.72%	2.33%	2.78%	2.89%	2.10%	2.36%	2.57%	2.66%	2.87%	1.90%	2.71%	2.10%	2.40%	2.09%	2.93%	2.03%	1.18%	1.71%	2.74%	1.56%	1.98%	1.82%	1.90%	1.15%	1.99%	0.88%	1.25%	1.95%	1.99%	1.32%	1.61%	1.47%	0.76%	1.01%	1.20%	2.00%	1.25%	0.67%	2.20%	1.00%	1.71%	1.90%	0.67%	3.02%	1.65%					
19	Жириновский Владимир Вольфович	22011	137	167	202	202	219	167	245	241	230	236	235	204	166	211	232	220	163	263	147	144	152	102	116	139	155	129	203	124	182	199	211	190	265	161	118	117	177	147	205	257	180	183	183	217	238	255	183	156	205	200	239	225	203	216	172	169	192	123	187	253	90	242	277	244	201	251	137	148	154	100	243	182	148	191	230	110	152	162	123	142	145	180	147	205	193	189	207	175	176	209	174	188	213	231	105	205	197	153	251	213	240	152	340	239	124	172	247	251	220	608	83	46	27	32	35	13	60	18	26	28	15	247	146					
		11.92%	12.32%	14.41%	12.80%	17.37%	13.39%	11.57%	12.30%	14.07%	10.81%	15.70%	12.68%	13.00%	12.59%	13.07%	12.84%	9.32%	11.97%	12.84%	10.17%	7.63%	6.95%	7.25%	7.53%	8.35%	8.66%	9.85%	9.73%	12.85%	13.44%	12.20%	12.82%	11.54%	12.93%	10.47%	11.66%	9.60%	12.92%	10.39%	12.59%	11.75%	14.52%	11.69%	11.52%	12.66%	14.12%	12.27%	12.98%	11.39%	11.41%	13.32%	11.96%	15.00%	14.30%	13.44%	10.09%	13.77%	15.04%	10.25%	11.05%	14.28%	15.49%	12.38%	14.80%	12.61%	15.00%	15.49%	9.15%	7.95%	8.88%	9.49%	11.70%	7.63%	9.55%	7.65%	14.37%	9.18%	9.68%	9.22%	7.97%	10.32%	9.59%	8.38%	11.43%	10.51%	9.36%	11.44%	12.65%	9.24%	10.85%	11.27%	11.62%	11.22%	12.24%	12.32%	13.82%	18.50%	14.99%	11.95%	12.10%	12.12%	12.65%	9.75%	15.40%	16.13%	15.50%	11.57%	11.48%	15.75%	11.40%	47.10%	7.91%	11.62%	10.80%	12.80%	8.75%	4.33%	12.00%	6.00%	7.43%	13.33%	10.00%	17.76%	10.50%					
20	Зюганов Геннадий Андреевич	41336	221	233	280	207	364	299	364	492	552	336	381	352	278	290	349	443	317	390	276	569	587	374	349	394	472	308	496	189	300	267	350	312	451	432	241	322	339	336	377	553	253	304	397	427	343	405	375	309	463	417	436	362	318	329	329	306	268	250	419	463	91	415	407	336	233	213	357	500	463	312	438	507	393	563	270	326	444	422	421	338	339	465	243	448	624	429	311	542	511	495	408	349	339	339	179	254	268	287	518	411	445	380	395	254	158	367	490	320	411	31	191	95	70	28	86	96	53	79	89	29	26	161	259					
		22.38%	19.87%	20.10%	17.74%	17.80%	22.25%	20.72%	18.27%	28.72%	25.95%	22.36%	20.56%	22.43%	21.08%	17.96%	19.31%	18.76%	23.27%	19.03%	19.10%	30.15%	26.83%	26.58%	22.65%	23.68%	26.38%	23.51%	23.78%	19.59%	22.16%	16.37%	21.26%	18.96%	22.01%	28.09%	23.81%	26.42%	24.74%	23.75%	23.16%	25.27%	20.40%	19.41%	25.00%	24.91%	20.34%	19.48%	26.60%	22.55%	25.77%	27.78%	21.81%	24.13%	22.39%	20.47%	19.31%	24.94%	20.99%	20.83%	24.75%	26.13%	15.66%	21.23%	21.74%	17.36%	17.39%	13.15%	23.85%	26.85%	26.69%	29.60%	21.09%	21.25%	25.35%	22.56%	16.86%	27.21%	28.26%	24.00%	27.27%	24.56%	22.42%	21.64%	18.90%	22.97%	30.28%	25.97%	19.01%	28.63%	31.50%	26.68%	27.25%	20.82%	19.48%	18.08%	23.55%	22.92%	20.40%	22.42%	24.98%	23.38%	23.46%	24.37%	17.89%	17.14%	19.75%	24.70%	22.77%	20.08%	21.30%	2.40%	18.21%	23.99%	28.00%	11.20%	21.50%	32.00%	10.60%	26.33%	25.43%	13.81%	17.33%	11.57%	18.62%					
21	Медведев Дмитрий Анатольевич	114681	718	721	1039	714	1024	937	1318	940	1255	887	1191	954	835	1069	1165	1603	826	1319	973	1087	1353	876	997	1061	1090	809	1289	618	826	1124	1033	1103	1234	885	619	735	813	881	985	1319	771	1035	953	1030	1058	1349	804	863	1070	843	1259	850	850	1011	1159	706	767	792	1025	970	382	1244	1120	1294	866	1113	948	1143	1049	594	1301	1606	945	1651	1007	704	902	1088	932	836	966	1407	853	1218	1170	963	1054	1099	851	1058	856	1074	1096	1236	459	618	781	797	1228	1074	1156	987	1393	960	494	886	1341	975	1261	613	749	248	146	181	270	184	363	200	219	143	104	893	942					
		62.08%	64.57%	62.21%	65.84%	61.39%	62.59%	64.93%	66.16%	54.87%	59.00%	59.02%	64.27%	60.80%	63.31%	66.19%	64.47%	67.89%	60.65%	64.37%	67.34%	57.60%	61.84%	62.26%	64.70%	63.76%	60.93%	61.76%	61.79%	64.04%	61.00%	68.91%	62.76%	67.01%	60.22%	57.54%	61.17%	60.30%	59.34%	62.26%	60.50%	60.28%	62.18%	66.09%	60.01%	60.09%	62.75%	64.89%	57.02%	62.99%	59.54%	56.16%	62.98%	56.67%	59.86%	62.91%	68.02%	57.54%	60.06%	66.00%	60.54%	54.74%	65.75%	63.63%	59.83%	66.87%	64.63%	68.70%	63.33%	61.39%	60.46%	56.36%	62.64%	67.31%	60.97%	66.15%	62.90%	58.76%	57.42%	61.89%	60.36%	60.76%	63.89%	65.47%	66.33%	62.46%	56.77%	58.29%	64.43%	58.06%	52.47%	57.04%	57.18%	64.08%	62.99%	65.92%	60.39%	55.78%	59.44%	62.27%	59.21%	61.09%	60.94%	63.31%	63.09%	64.78%	61.75%	59.62%	62.31%	61.17%	65.34%	47.48%	71.40%	62.63%	58.40%	72.40%	67.50%	61.33%	72.60%	66.67%	62.57%	68.10%	69.33%	64.20%	67.72%					
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
