12	Число открепительных удостоверений, выданных избирателям на избирательном участке	4550	50	12	41	50	60	50	50	50	70	50	50	100	100	95	84	70	150	0	0	0	85	0	100	80	50	50	50	100	105	0	80	100	150	90	50	50	50	50	90	70	50	50	80	90	80	70	70	49	50	60	115	91	61	70	60	70	50	70	50	65	50	100	70	150	60	50	50	70	60	0	7									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1474	74	10	23	0	12	3	5	15	1	17	21	17	17	21	35	7	30	0	5	0	10	19	14	22	19	5	15	12	59	22	19	24	64	96	14	10	24	20	26	91	28	16	20	14	24	18	12	22	27	10	18	32	33	13	12	17	19	17	14	15	21	13	31	26	23	23	11	15	3	29	0									
14	Число неиспользованных открепительных удостоверений	70	0	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13									
15	Число открепительных удостоверений, выданных избирателям ТИК	480	1	2	13	3	5	3	0	7	6	5	3	4	11	14	9	5	7	0	0	0	8	0	14	5	0	9	2	10	5	0	5	4	5	10	6	6	4	8	9	10	6	7	13	13	9	6	10	14	4	8	12	8	10	14	12	17	5	0	6	11	12	15	5	7	2	9	5	9	13	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																		
19	Жириновский Владимир Вольфович	4848	25	41	42	27	64	50	25	103	112	51	86	50	109	104	105	82	62	2	24	8	109	2	75	94	51	85	60	90	92	17	78	62	101	29	67	74	66	19	74	84	58	70	107	112	4	109	91	34	61	74	93	84	65	104	51	97	85	83	88	92	123	62	80	103	76	75	51	85	95	28	7									
		4.19%	3.61%	5.11%	4.48%	4.42%	4.45%	4.42%	3.94%	4.47%	4.45%	4.44%	4.44%	4.45%	4.48%	4.48%	4.49%	4.46%	4.44%	5.56%	4.46%	4.35%	4.48%	1.82%	4.47%	4.47%	4.70%	4.37%	5.58%	3.95%	4.48%	6.32%	4.49%	4.53%	4.45%	1.25%	4.50%	4.47%	4.51%	1.37%	4.53%	4.48%	4.51%	4.46%	4.54%	4.67%	0.16%	4.87%	4.05%	2.21%	4.48%	4.44%	4.34%	4.74%	3.29%	4.48%	2.27%	4.49%	4.47%	4.48%	4.48%	4.46%	5.43%	4.44%	4.45%	4.50%	4.46%	4.27%	4.65%	4.46%	4.46%	4.44%	1.13%									
20	Зюганов Геннадий Андреевич	25373	167	160	204	133	312	246	121	490	561	250	422	245	532	508	513	399	304	8	117	40	531	6	380	445	237	427	236	499	450	57	370	309	496	492	340	362	332	404	339	423	286	348	509	524	522	480	500	368	297	363	469	387	454	508	571	472	416	406	430	452	515	304	393	503	374	385	239	418	470	136	7									
		21.91%	24.13%	19.93%	21.77%	21.77%	21.70%	21.77%	19.09%	21.29%	22.27%	21.78%	21.78%	21.80%	21.85%	21.87%	21.91%	21.68%	21.79%	22.22%	21.75%	21.74%	21.83%	5.45%	22.66%	21.18%	21.84%	21.95%	21.95%	21.91%	21.91%	21.19%	21.29%	22.59%	21.84%	21.25%	22.82%	21.86%	22.68%	29.23%	20.75%	22.57%	22.22%	22.19%	21.60%	21.85%	20.36%	21.43%	22.26%	23.97%	21.82%	21.79%	21.89%	21.84%	22.99%	21.90%	25.45%	21.84%	21.89%	21.91%	21.88%	21.90%	22.73%	21.78%	21.85%	21.96%	21.94%	21.91%	21.79%	21.92%	22.08%	21.59%	1.13%									
21	Миронов Сергей Михайлович	2898	18	21	25	16	38	31	15	62	67	31	53	30	65	62	63	49	37	1	14	5	65	1	45	56	27	54	15	73	55	7	45	37	61	24	40	44	39	21	44	51	35	42	62	64	13	61	60	41	36	45	59	48	43	64	30	58	51	50	53	55	23	37	48	62	46	51	26	51	57	19	1									
		2.50%	2.60%	2.62%	2.67%	2.62%	2.64%	2.74%	2.37%	2.69%	2.66%	2.70%	2.73%	2.67%	2.67%	2.67%	2.69%	2.66%	2.65%	2.78%	2.60%	2.72%	2.67%	0.91%	2.68%	2.67%	2.49%	2.78%	1.40%	3.20%	2.68%	2.60%	2.59%	2.70%	2.69%	1.04%	2.68%	2.66%	2.66%	1.52%	2.69%	2.72%	2.72%	2.68%	2.63%	2.67%	0.51%	2.72%	2.67%	2.67%	2.65%	2.70%	2.75%	2.71%	2.18%	2.76%	1.34%	2.68%	2.68%	2.70%	2.70%	2.66%	1.02%	2.65%	2.67%	2.71%	2.70%	2.90%	2.37%	2.67%	2.68%	3.02%	0.16%									
22	Прохоров Михаил Дмитриевич	914	5	6	8	5	11	9	4	18	20	9	15	9	19	18	19	14	11	1	4	1	19	2	13	17	9	16	9	19	16	2	14	11	18	8	12	13	12	10	13	15	10	12	42	15	5	18	18	12	11	14	18	14	16	18	18	17	16	15	16	16	15	11	15	18	13	14	9	15	13	8	8									
		0.79%	0.72%	0.75%	0.85%	0.82%	0.76%	0.80%	0.63%	0.78%	0.79%	0.78%	0.77%	0.80%	0.78%	0.77%	0.81%	0.76%	0.79%	2.78%	0.74%	0.54%	0.78%	1.82%	0.78%	0.81%	0.83%	0.82%	0.84%	0.83%	0.78%	0.74%	0.81%	0.80%	0.79%	0.35%	0.81%	0.79%	0.82%	0.72%	0.80%	0.80%	0.78%	0.77%	1.78%	0.63%	0.20%	0.80%	0.80%	0.78%	0.81%	0.84%	0.84%	0.79%	0.81%	0.78%	0.80%	0.79%	0.84%	0.81%	0.81%	0.78%	0.66%	0.79%	0.83%	0.79%	0.76%	0.80%	0.82%	0.79%	0.61%	1.27%	1.29%									
23	Путин Владимир Владимирович	81001	471	567	650	425	992	783	460	1607	1734	797	1344	781	1691	1617	1630	1278	969	24	373	128	1689	99	1156	1473	754	1359	746	1591	1431	185	1218	944	1577	1746	1022	1152	1007	922	1158	1292	890	1085	1610	1667	2007	1559	1561	1062	944	1158	1492	1228	1380	1616	1561	1502	1323	1292	1367	1437	1570	968	1250	1599	1189	1223	763	1332	1487	439	598									
		69.95%	68.06%	70.61%	69.37%	69.56%	68.98%	69.29%	72.56%	69.81%	68.84%	69.43%	69.35%	69.48%	69.45%	69.61%	69.63%	69.46%	69.46%	66.67%	69.33%	69.57%	69.45%	90.00%	68.93%	70.11%	69.49%	69.87%	69.40%	69.84%	69.67%	68.77%	70.08%	69.01%	69.44%	75.42%	68.59%	69.57%	68.78%	66.71%	70.87%	68.94%	69.15%	69.20%	68.34%	69.52%	78.28%	69.60%	69.50%	69.19%	69.36%	69.51%	69.62%	69.30%	69.91%	69.66%	69.56%	69.50%	69.63%	69.72%	69.57%	69.62%	69.29%	69.34%	69.48%	69.79%	69.74%	69.61%	69.55%	69.85%	69.84%	69.68%	96.30%									
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
