Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Усть-Удинская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1575					
1	"Число избирателей, внесенных в список"	11204	824	189	629	206	519	2232	178	420	826	600	265	277	767	189	210	57	120	560	243	40	303	1550					
2	Число полученных избирательных бюллетеней	11287	820	186	625	220	510	2505	170	419	800	590	260	270	770	180	200	50	120	560	230	40	310	1452					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6193	568	135	353	188	302	982	91	218	439	348	157	155	425	102	130	47	87	268	170	40	166	822					
5	"Число избирательных бюллетеней, выданных вне помещения"	307	25	0	0	6	11	66	14	13	20	7	0	18	37	12	13	0	0	18	0	0	11	36					
6	Число погашенных избирательных бюллетеней	4787	227	51	272	26	197	1457	65	188	341	235	103	97	308	66	57	3	33	274	60	0	133	594					
7	Число избирательных бюллетеней в переносных ящиках	307	25	0	0	6	11	66	14	13	20	7	0	18	37	12	13	0	0	18	0	0	11	36					
8	Число бюллетеней в стационарных ящиках для голосования	6193	568	135	353	188	302	982	91	218	439	348	157	155	425	102	130	47	87	268	170	40	166	822					
9	Число недействительных избирательных бюллетеней	102	12	2	7	2	0	18	0	4	12	6	0	7	4	3	2	0	0	6	9	0	0	8					
10	Число действительных избирательных бюллетеней	6398	581	133	346	192	313	1030	105	227	447	349	157	166	458	111	141	47	87	280	161	40	177	850					
11	Число полученных открепительных  удостоверений	188	16	4	10	4	8	34	4	6	14	8	4	4	14	4	4	4	4	6	4	4	6	22					
12	Число выданных открепительных удостоверений	25	2	0	0	0	1	3	0	0	1	0	1	0	7	0	1	0	0	1	0	0	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	0	1	4	0	0	2	0	0	1	2	0	0	1	0	0	0	0	1	7	0	1	3					
14	Число неиспользованных открепительных удостоверений	163	14	4	10	4	7	31	4	6	13	8	3	4	7	4	3	4	4	5	4	4	6	14					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	193	6	8	10	0	7	28	2	7	23	10	3	2	16	3	1	0	1	11	6	0	6	43					
		2.97%	1.01%	5.93%	2.83%	0.00%	2.24%	2.67%	1.90%	3.03%	5.01%	2.82%	1.91%	1.16%	3.46%	2.63%	0.70%	0.00%	1.15%	3.85%	3.53%	0.00%	3.39%	5.01%					
19	. Малышкин Олег Александрович	236	12	2	11	12	39	25	11	10	26	10	9	2	15	4	12	1	3	6	9	3	1	13					
		3.63%	2.02%	1.48%	3.12%	6.19%	12.46%	2.39%	10.48%	4.33%	5.66%	2.82%	5.73%	1.16%	3.25%	3.51%	8.39%	2.13%	3.45%	2.10%	5.29%	7.50%	0.56%	1.52%					
20	. Миронов Сергей Михайлович	59	10	1	5	0	1	5	0	3	4	4	0	4	7	1	1	0	0	4	1	0	0	8					
		0.91%	1.69%	0.74%	1.42%	0.00%	0.32%	0.48%	0.00%	1.30%	0.87%	1.13%	0.00%	2.31%	1.52%	0.88%	0.70%	0.00%	0.00%	1.40%	0.59%	0.00%	0.00%	0.93%					
21	. Путин Владимир Владимирович	4789	481	94	248	154	200	795	84	151	285	259	133	131	332	95	116	34	70	204	134	32	162	595					
		73.68%	81.11%	69.63%	70.25%	79.38%	63.90%	75.86%	80.00%	65.37%	62.09%	72.96%	84.71%	75.72%	71.86%	83.33%	81.12%	72.34%	80.46%	71.33%	78.82%	80.00%	91.53%	69.35%					
22	. Хакамада Ирина Муцуовна	142	8	3	15	1	10	22	4	7	16	2	1	2	7	0	2	2	2	0	2	1	0	35					
		2.18%	1.35%	2.22%	4.25%	0.52%	3.19%	2.10%	3.81%	3.03%	3.49%	0.56%	0.64%	1.16%	1.52%	0.00%	1.40%	4.26%	2.30%	0.00%	1.18%	2.50%	0.00%	4.08%					
23	. Харитонов Николай Михайлович	894	60	23	54	20	49	138	4	46	80	63	9	25	77	7	9	8	8	51	8	3	6	146					
		13.75%	10.12%	17.04%	15.30%	10.31%	15.65%	13.17%	3.81%	19.91%	17.43%	17.75%	5.73%	14.45%	16.67%	6.14%	6.29%	17.02%	9.20%	17.83%	4.71%	7.50%	3.39%	17.02%					
																													
24	Против всех	85	4	2	3	5	7	17	0	3	13	1	2	0	4	1	0	2	3	4	1	1	2	10					
		1.31%	0.67%	1.48%	0.85%	2.58%	2.24%	1.62%	0.00%	1.30%	2.83%	0.28%	1.27%	0.00%	0.87%	0.88%	0.00%	4.26%	3.45%	1.40%	0.59%	2.50%	1.13%	1.17%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
