17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
18	Богданов Андрей Владимирович	455	3	0	20	21	10	1	1	2	0	0	6	4	4	0	5	0	12	16	15	11	13	12	6	17	12	10	14	15	17	13	22	8	19	4	1	5	14	18	16	0	3	0	2	0	7	27	0	1	0	6	4	2	0	0	1	6	2	4	9	1	13					
		0.84%	1.69%	0.00%	1.14%	1.20%	0.49%	0.30%	0.91%	0.19%	0.00%	0.00%	1.56%	0.71%	0.65%	0.00%	1.09%	0.00%	1.12%	1.34%	1.30%	0.89%	1.16%	0.68%	0.48%	1.30%	1.69%	1.38%	1.01%	1.04%	1.47%	0.98%	1.26%	1.32%	1.43%	0.40%	0.38%	1.94%	0.86%	1.40%	0.95%	0.00%	0.84%	0.00%	0.81%	0.00%	0.96%	1.13%	0.00%	0.19%	0.00%	0.61%	0.40%	0.16%	0.00%	0.00%	0.10%	0.72%	1.04%	0.31%	0.48%	0.12%	2.25%					
19	Жириновский Владимир Вольфович	4270	25	34	170	128	65	39	6	62	38	23	47	58	34	5	36	23	135	103	113	139	106	157	143	180	90	72	101	112	153	161	146	69	157	87	27	24	73	155	149	25	27	3	36	27	87	126	10	23	1	50	53	9	0	0	18	40	15	54	100	45	76					
		7.85%	14.04%	14.72%	9.65%	7.31%	3.21%	11.75%	5.45%	6.00%	7.47%	11.56%	12.24%	10.25%	5.51%	1.76%	7.86%	12.92%	12.65%	8.62%	9.83%	11.27%	9.43%	8.94%	11.48%	13.80%	12.68%	9.90%	7.30%	7.78%	13.20%	12.13%	8.38%	11.35%	11.83%	8.67%	10.19%	9.30%	4.48%	12.02%	8.81%	10.16%	7.52%	3.00%	14.57%	15.25%	11.97%	5.30%	2.84%	4.27%	1.89%	5.09%	5.35%	0.74%	0.00%	0.00%	1.82%	4.80%	7.77%	4.13%	5.33%	5.28%	13.15%					
20	Зюганов Геннадий Андреевич	9273	25	50	379	436	254	52	7	123	41	44	42	42	50	7	34	23	295	291	297	272	250	301	262	257	151	147	254	275	252	193	287	139	283	96	37	28	277	236	212	43	33	19	28	8	100	210	58	77	4	221	128	319	353	232	220	112	16	59	164	71	97					
		17.05%	14.04%	21.65%	21.51%	24.91%	12.56%	15.66%	6.36%	11.91%	8.06%	22.11%	10.94%	7.42%	8.10%	2.46%	7.42%	12.92%	27.65%	24.35%	25.83%	22.06%	22.24%	17.14%	21.03%	19.71%	21.27%	20.22%	18.37%	19.10%	21.74%	14.54%	16.47%	22.86%	21.33%	9.57%	13.96%	10.85%	16.99%	18.31%	12.54%	17.48%	9.19%	19.00%	11.34%	4.52%	13.76%	8.83%	16.48%	14.29%	7.55%	22.51%	12.92%	26.19%	31.29%	22.79%	22.29%	13.45%	8.29%	4.51%	8.74%	8.32%	16.78%					
21	Медведев Дмитрий Анатольевич	39533	125	146	1182	1152	1682	238	93	722	369	126	286	447	446	245	383	131	608	768	709	789	745	1286	815	836	453	492	1002	1032	725	957	1247	385	834	806	199	199	1240	853	1292	176	291	77	178	138	521	1990	284	433	48	693	793	883	761	759	748	665	159	1183	1595	733	380					
		72.68%	70.22%	63.20%	67.08%	65.83%	83.14%	71.69%	84.55%	69.89%	72.50%	63.32%	74.48%	78.98%	72.29%	86.27%	83.62%	73.60%	56.98%	64.27%	61.65%	63.99%	66.28%	73.23%	65.41%	64.11%	63.80%	67.68%	72.45%	71.67%	62.55%	72.12%	71.54%	63.32%	62.85%	80.36%	75.09%	77.13%	76.07%	66.18%	76.40%	71.54%	81.06%	77.00%	72.06%	77.97%	71.66%	83.65%	80.68%	80.33%	90.57%	70.57%	80.02%	72.50%	67.46%	74.56%	75.79%	79.83%	82.38%	90.44%	85.02%	85.93%	65.74%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
