Выборы Президента Российской Федерации																												
																												
Наименование Избирательной комиссии:    Советская городская																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513					
1	"Число избирателей, внесенных в список"	33877	1675	1350	1642	1748	1738	1475	1424	1442	1693	1500	1628	1374	2818	1431	1863	1502	1776	1333	1635	1260	1570					
2	Число полученных избирательных бюллетеней	30554	1508	1207	1487	1561	1560	1336	1285	1304	1528	1358	1473	1247	2543	1292	1687	1355	1601	1197	1469	1137	1419					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15732	563	548	700	813	902	710	748	692	869	697	861	654	1032	675	924	795	942	675	914	527	491					
5	"Число избирательных бюллетеней, выданных вне помещения"	569	123	14	12	15	27	17	17	15	17	18	14	23	115	15	28	21	12	10	10	28	18					
6	Число погашенных избирательных бюллетеней	14253	822	645	775	733	631	609	520	597	642	643	598	570	1396	602	735	539	647	512	545	582	910					
7	Число избирательных бюллетеней в переносных ящиках	569	123	14	12	15	27	17	17	15	17	18	14	23	115	15	28	21	12	10	10	28	18					
8	Число бюллетеней в стационарных ящиках для голосования	15732	563	548	700	813	902	710	748	692	869	697	861	654	1032	675	924	795	942	675	914	527	491					
9	Число недействительных избирательных бюллетеней	126	16	5	10	4	5	5	0	7	6	8	6	2	17	2	1	6	7	4	6	4	5					
10	Число действительных избирательных бюллетеней	16175	670	557	702	824	924	722	765	700	880	707	869	675	1130	688	951	810	947	681	918	551	504					
11	Число полученных открепительных  удостоверений	215	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	104	2	3	8	5	3	10	6	5	4	12	3	9	7	6	6	1	8	0	2	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	95	1	1	4	23	7	1	5	7	5	1	3	4	7	9	1	1	1	4	5	4	1					
14	Число неиспользованных открепительных удостоверений	111	8	7	2	5	7	0	4	5	6	3	7	1	3	4	4	9	2	10	8	8	8					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	0	3	0	0	2	0	0	1	0	1	1	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	715	27	20	29	38	37	37	43	32	41	33	45	33	37	41	46	30	37	28	48	17	16					
		4.39%	3.94%	3.56%	4.07%	4.59%	3.98%	5.09%	5.62%	4.53%	4.63%	4.62%	5.14%	4.87%	3.23%	5.94%	4.83%	3.68%	3.88%	4.09%	5.19%	3.06%	3.14%					
19	. Малышкин Олег Александрович	366	16	12	23	26	30	15	8	17	27	15	14	17	30	21	18	10	16	7	19	13	12					
		2.25%	2.33%	2.14%	3.23%	3.14%	3.23%	2.06%	1.05%	2.40%	3.05%	2.10%	1.60%	2.51%	2.62%	3.04%	1.89%	1.23%	1.68%	1.02%	2.06%	2.34%	2.36%					
20	. Миронов Сергей Михайлович	123	3	1	7	6	4	4	8	4	6	5	4	2	13	3	11	11	8	5	10	3	5					
		0.75%	0.44%	0.18%	0.98%	0.72%	0.43%	0.55%	1.05%	0.57%	0.68%	0.70%	0.46%	0.30%	1.13%	0.43%	1.16%	1.35%	0.84%	0.73%	1.08%	0.54%	0.98%					
21	. Путин Владимир Владимирович	11805	490	447	518	603	650	513	553	520	614	527	636	478	846	484	702	577	715	486	623	430	393					
		72.42%	71.43%	79.54%	72.75%	72.83%	69.97%	70.56%	72.29%	73.55%	69.30%	73.71%	72.69%	70.61%	73.76%	70.14%	73.74%	70.71%	74.95%	70.95%	67.42%	77.48%	77.21%					
22	. Хакамада Ирина Муцуовна	467	14	15	28	22	24	17	23	19	26	11	18	16	34	24	36	17	29	25	39	10	20					
		2.86%	2.04%	2.67%	3.93%	2.66%	2.58%	2.34%	3.01%	2.69%	2.93%	1.54%	2.06%	2.36%	2.96%	3.48%	3.78%	2.08%	3.04%	3.65%	4.22%	1.80%	3.93%					
23	. Харитонов Николай Михайлович	2103	94	46	64	99	155	110	102	88	134	88	116	112	138	81	102	134	94	97	140	61	48					
		12.90%	13.70%	8.19%	8.99%	11.96%	16.68%	15.13%	13.33%	12.45%	15.12%	12.31%	13.26%	16.54%	12.03%	11.74%	10.71%	16.42%	9.85%	14.16%	15.15%	10.99%	9.43%					
																												
24	Против всех	596	26	16	33	30	24	26	28	20	32	28	36	17	32	34	36	31	48	33	39	17	10					
		3.66%	3.79%	2.85%	4.63%	3.62%	2.58%	3.58%	3.66%	2.83%	3.61%	3.92%	4.11%	2.51%	2.79%	4.93%	3.78%	3.80%	5.03%	4.82%	4.22%	3.06%	1.96%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
