		9.06%	10.53%	18.84%	17.72%	7.76%	16.85%	10.23%	10.45%	13.13%	8.85%	11.56%	14.42%	13.04%	10.76%	19.88%	12.05%	8.13%	11.11%	4.95%	12.50%	6.49%	1.96%	8.16%	12.26%	12.31%	7.01%	8.14%	7.47%	3.74%	11.00%	14.29%	9.60%	9.38%	6.46%	2.17%	10.37%	1.02%	5.40%	12.63%	17.11%	9.38%	4.33%	5.74%	14.29%	8.41%	6.30%	6.58%	16.00%	12.89%	9.15%	7.80%	7.56%	9.47%	7.23%	7.50%	9.68%	7.89%	6.60%	5.96%	6.93%	6.90%	8.89%	10.40%	9.14%	8.93%	9.79%	9.58%	7.69%	10.92%	10.91%	10.90%	8.51%	11.25%	11.11%	11.86%	5.19%	9.93%	9.85%	8.33%	8.53%	9.56%	12.83%	8.96%	8.61%	10.46%	10.28%	1.85%									
16	Путин Владимир Владимирович	21474	232	94	57	402	116	501	344	281	515	223	84	38	232	114	68	212	197	83	53	149	50	339	153	47	124	451	261	98	162	52	236	488	385	76	105	90	210	75	113	79	229	317	46	165	163	59	43	148	552	492	556	617	360	573	309	513	452	576	473	346	93	244	369	448	540	288	73	283	400	396	304	308	98	49	188	231	341	168	301	269	251	266	239	282	265	202									
		72.23%	71.83%	68.12%	72.15%	67.79%	63.04%	68.35%	61.98%	61.49%	69.03%	75.85%	80.77%	82.61%	80.56%	68.67%	81.93%	74.91%	81.07%	82.18%	82.81%	80.54%	98.04%	76.87%	72.17%	72.31%	78.98%	81.56%	75.00%	91.59%	81.00%	74.29%	73.07%	76.25%	80.21%	82.61%	77.78%	91.84%	66.67%	78.95%	74.34%	82.29%	82.67%	82.77%	59.74%	77.10%	68.49%	77.63%	57.33%	76.29%	68.23%	73.76%	71.28%	68.71%	76.60%	71.63%	71.20%	68.58%	72.79%	73.00%	72.88%	72.38%	68.89%	70.52%	68.84%	67.78%	71.43%	67.29%	80.22%	68.69%	67.11%	68.51%	63.07%	77.00%	72.59%	83.05%	88.68%	84.93%	71.49%	82.35%	71.33%	69.51%	65.71%	66.17%	66.39%	68.61%	66.42%	93.52%									
17	Собчак Ксения Анатольевна	193	1	1	0	3	3	7	2	3	6	0	1	0	4	2	0	3	2	1	0	2	0	2	3	0	1	2	3	0	1	0	4	2	6	0	0	1	1	0	1	0	0	1	0	1	4	0	0	0	5	7	7	12	2	8	0	6	5	8	5	2	1	1	2	1	4	2	0	0	3	5	3	3	0	0	0	2	4	2	1	3	2	3	4	1	1	4									
		0.65%	0.31%	0.72%	0.00%	0.51%	1.63%	0.95%	0.36%	0.66%	0.80%	0.00%	0.96%	0.00%	1.39%	1.20%	0.00%	1.06%	0.82%	0.99%	0.00%	1.08%	0.00%	0.45%	1.42%	0.00%	0.64%	0.36%	0.86%	0.00%	0.50%	0.00%	1.24%	0.31%	1.25%	0.00%	0.00%	1.02%	0.32%	0.00%	0.66%	0.00%	0.00%	0.26%	0.00%	0.47%	1.68%	0.00%	0.00%	0.00%	0.62%	1.05%	0.90%	1.34%	0.43%	1.00%	0.00%	0.80%	0.81%	1.01%	0.77%	0.42%	0.74%	0.29%	0.37%	0.15%	0.53%	0.47%	0.00%	0.00%	0.50%	0.87%	0.62%	0.75%	0.00%	0.00%	0.00%	0.74%	0.84%	0.98%	0.24%	0.78%	0.52%	0.75%	1.11%	0.24%	0.25%	1.85%									
18	Сурайкин Максим Александрович	199	5	0	0	3	3	1	3	4	4	0	0	0	2	1	1	1	0	2	0	0	0	1	2	0	0	3	1	0	0	2	2	1	4	1	2	3	2	0	0	0	13	5	2	2	3	0	2	0	7	6	6	7	3	1	2	8	6	3	7	2	5	4	2	3	5	4	0	2	3	4	4	2	0	0	0	0	1	0	2	2	3	7	1	1	5	0									
		0.67%	1.55%	0.00%	0.00%	0.51%	1.63%	0.14%	0.54%	0.88%	0.54%	0.00%	0.00%	0.00%	0.69%	0.60%	1.20%	0.35%	0.00%	1.98%	0.00%	0.00%	0.00%	0.23%	0.94%	0.00%	0.00%	0.54%	0.29%	0.00%	0.00%	2.86%	0.62%	0.16%	0.83%	1.09%	1.48%	3.06%	0.63%	0.00%	0.00%	0.00%	4.69%	1.31%	2.60%	0.93%	1.26%	0.00%	2.67%	0.00%	0.87%	0.90%	0.77%	0.78%	0.64%	0.13%	0.46%	1.07%	0.97%	0.38%	1.08%	0.42%	3.70%	1.16%	0.37%	0.45%	0.66%	0.93%	0.00%	0.49%	0.50%	0.69%	0.83%	0.50%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.47%	0.52%	0.79%	1.74%	0.28%	0.24%	1.25%	0.00%									
19	Титов Борис Юрьевич	125	0	1	0	4	0	6	5	5	5	0	0	0	3	1	0	3	1	0	0	1	0	2	1	0	2	1	2	0	1	1	3	2	4	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	5	1	2	6	3	1	1	1	0	2	2	5	0	1	3	2	3	3	0	2	3	5	2	2	0	0	0	0	3	1	1	0	1	1	0	1	3	0									
		0.42%	0.00%	0.72%	0.00%	0.67%	0.00%	0.82%	0.90%	1.09%	0.67%	0.00%	0.00%	0.00%	1.04%	0.60%	0.00%	1.06%	0.41%	0.00%	0.00%	0.54%	0.00%	0.45%	0.47%	0.00%	1.27%	0.18%	0.57%	0.00%	0.50%	1.43%	0.93%	0.31%	0.83%	1.09%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.52%	0.62%	0.15%	0.26%	0.67%	0.64%	0.13%	0.23%	0.13%	0.00%	0.25%	0.31%	1.05%	0.00%	0.29%	0.56%	0.30%	0.40%	0.70%	0.00%	0.49%	0.50%	0.87%	0.41%	0.50%	0.00%	0.00%	0.00%	0.00%	0.63%	0.49%	0.24%	0.00%	0.26%	0.25%	0.00%	0.24%	0.75%	0.00%									
20	Явлинский Григорий Алексеевич	111	4	0	0	3	1	3	1	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	3	0	1	0	2	0	1	2	0	0	0	0	2	0	0	2	0	2	1	1	1	0	0	0	3	2	6	2	1	9	1	5	4	0	6	0	0	1	2	3	0	3	0	3	2	0	3	0	2	1	1	1	0	0	1	0	1	2	4	2	3	1									
		0.37%	1.24%	0.00%	0.00%	0.51%	0.54%	0.41%	0.18%	0.66%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	1.91%	0.00%	0.29%	0.00%	1.00%	0.00%	0.31%	0.31%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	2.08%	0.00%	0.52%	1.30%	0.47%	0.42%	0.00%	0.00%	0.00%	0.37%	0.30%	0.77%	0.22%	0.21%	1.13%	0.23%	0.67%	0.64%	0.00%	0.92%	0.00%	0.00%	0.29%	0.37%	0.45%	0.00%	0.70%	0.00%	0.73%	0.34%	0.00%	0.62%	0.00%	1.48%	1.69%	0.47%	0.37%	0.00%	0.00%	0.24%	0.00%	0.26%	0.50%	1.11%	0.49%	0.75%	0.46%									
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
