8	Число бюллетеней в стационарных ящиках для голосования	55682	1232	609	1161	1251	733	850	665	733	728	1315	1666	1488	1060	1239	927	1218	1691	1982	1560	1032	1451	1730	1476	1530	1061	1752	1944	1374	829	1064	779	587	1420	598	1596	802	828	411	2041	171	196	220	879	523	219	248	335	159	885	192	767	403	85	429	272	484	377	30	133	257	167	440	355	360	180	231	272									
9	Число недействительных избирательных бюллетеней	250	0	0	0	0	2	1	4	0	5	6	11	0	14	0	3	0	0	5	25	0	8	6	2	6	25	0	0	5	12	11	5	8	13	5	1	3	8	0	24	0	0	0	0	0	0	0	0	1	11	0	9	5	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	60829	1371	744	1195	1304	989	948	687	738	774	1331	1667	1557	1066	1257	940	1321	1706	2027	1559	1074	1530	1752	1515	1614	1060	1779	2042	1646	842	1071	920	772	1575	780	1692	1055	1018	461	2148	171	354	259	994	622	254	269	359	231	965	262	952	422	84	570	297	685	420	151	145	296	192	505	529	511	212	304	287									
11	Число полученных открепительных  удостоверений	1007	10	5	11	15	12	6	20	17	12	31	25	28	15	20	15	20	18	25	20	17	15	49	6	33	10	27	45	32	20	25	15	10	30	15	27	15	17	5	20	0	3	3	15	10	7	15	34	2	8	6	10	5	0	2	3	35	3	2	5	30	7	5	5	22	5	5	2									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1004	10	5	11	15	12	6	20	17	12	31	25	28	15	20	15	20	18	25	20	17	15	49	6	33	10	27	45	32	20	25	15	10	30	15	27	15	17	5	20	0	3	3	15	10	7	15	34	2	8	6	10	5	0	2	3	35	3	0	5	30	7	5	5	22	4	5	2									
13	Число избирателей, проголосовавших по открепительным удостоверениям	435	8	12	4	4	5	7	17	8	6	7	11	16	6	1	4	11	4	12	7	10	19	9	3	48	4	7	10	12	7	4	0	7	0	7	3	4	9	3	16	17	1	1	7	2	10	3	0	2	5	1	6	2	7	2	1	3	2	0	4	3	1	5	6	8	0	3	1									
14	Число неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	93	2	0	0	0	1	1	1	3	0	2	1	0	10	3	1	3	0	6	2	1	2	4	2	7	3	3	2	5	0	0	2	2	2	2	3	1	1	0	3	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	3	0	0	1	0	0	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																														
19	Жириновский Владимир Вольфович	1373	20	0	14	26	28	8	38	11	12	17	95	35	21	38	21	41	12	42	13	16	39	97	6	11	29	26	5	80	44	22	46	45	21	53	54	4	52	5	21	4	5	3	3	14	2	2	2	2	52	5	11	5	2	2	1	9	3	6	0	5	4	3	3	49	3	2	3									
		2.25%	1.46%	0.00%	1.17%	1.99%	2.83%	0.84%	5.50%	1.49%	1.54%	1.27%	5.66%	2.25%	1.94%	3.02%	2.23%	3.10%	0.70%	2.07%	0.82%	1.49%	2.54%	5.52%	0.40%	0.68%	2.67%	1.46%	0.24%	4.85%	5.15%	2.03%	4.97%	5.77%	1.32%	6.75%	3.19%	0.38%	5.07%	1.08%	0.97%	2.34%	1.41%	1.16%	0.30%	2.25%	0.79%	0.74%	0.56%	0.86%	5.33%	1.91%	1.14%	1.17%	2.35%	0.35%	0.34%	1.31%	0.71%	3.97%	0.00%	1.69%	2.08%	0.59%	0.57%	9.59%	1.42%	0.66%	1.05%									
20	Зюганов Геннадий Андреевич	6903	220	112	151	130	102	123	146	81	62	248	293	195	142	138	84	159	170	201	203	117	94	352	222	220	109	213	80	255	137	96	154	139	175	122	181	162	126	32	124	9	24	20	79	24	20	17	42	12	128	16	56	24	17	44	20	28	34	7	12	10	13	32	44	76	17	0	8									
		11.30%	16.05%	15.05%	12.64%	9.97%	10.29%	12.96%	21.13%	10.98%	7.96%	18.55%	17.46%	12.52%	13.15%	10.98%	8.91%	12.04%	9.96%	9.89%	12.82%	10.89%	6.11%	20.02%	14.63%	13.58%	10.05%	11.97%	3.92%	15.45%	16.04%	8.87%	16.65%	17.82%	11.02%	15.54%	10.69%	15.31%	12.28%	6.94%	5.71%	5.26%	6.78%	7.72%	7.95%	3.86%	7.87%	6.32%	11.70%	5.17%	13.11%	6.11%	5.83%	5.62%	20.00%	7.72%	6.73%	4.06%	8.08%	4.64%	8.28%	3.38%	6.77%	6.34%	8.32%	14.87%	8.02%	0.00%	2.79%									
21	Миронов Сергей Михайлович	939	25	0	7	26	5	7	29	15	11	9	57	9	20	12	17	43	8	47	10	11	54	11	2	10	15	18	3	66	33	32	35	34	27	20	53	3	20	2	17	0	2	1	11	9	1	2	2	1	19	2	4	4	3	2	2	7	2	0	0	1	0	2	3	30	2	2	2									
		1.54%	1.82%	0.00%	0.59%	1.99%	0.50%	0.74%	4.20%	2.03%	1.41%	0.67%	3.40%	0.58%	1.85%	0.95%	1.80%	3.26%	0.47%	2.31%	0.63%	1.02%	3.51%	0.63%	0.13%	0.62%	1.38%	1.01%	0.15%	3.99%	3.86%	2.96%	3.78%	4.36%	1.70%	2.55%	3.13%	0.28%	1.95%	0.43%	0.78%	0.00%	0.56%	0.39%	1.11%	1.45%	0.39%	0.74%	0.56%	0.43%	1.95%	0.76%	0.42%	0.94%	3.53%	0.35%	0.67%	1.02%	0.48%	0.00%	0.00%	0.34%	0.00%	0.40%	0.57%	5.87%	0.94%	0.66%	0.70%									
22	Прохоров Михаил Дмитриевич	920	8	0	5	14	8	3	66	4	16	4	47	8	18	26	13	17	20	46	8	18	35	24	2	15	6	10	3	53	32	11	40	30	28	37	45	5	24	7	15	2	4	1	4	15	2	0	1	1	43	3	10	4	3	4	2	6	3	1	2	1	2	6	2	25	0	0	2									
		1.51%	0.58%	0.00%	0.42%	1.07%	0.81%	0.32%	9.55%	0.54%	2.05%	0.30%	2.80%	0.51%	1.67%	2.07%	1.38%	1.29%	1.17%	2.26%	0.51%	1.68%	2.28%	1.37%	0.13%	0.93%	0.55%	0.56%	0.15%	3.21%	3.75%	1.02%	4.32%	3.85%	1.76%	4.71%	2.66%	0.47%	2.34%	1.52%	0.69%	1.17%	1.13%	0.39%	0.40%	2.41%	0.79%	0.00%	0.28%	0.43%	4.41%	1.15%	1.04%	0.94%	3.53%	0.70%	0.67%	0.87%	0.71%	0.66%	1.38%	0.34%	1.04%	1.19%	0.38%	4.89%	0.00%	0.00%	0.70%									
23	Путин Владимир Владимирович	50694	1098	632	1018	1108	846	807	408	627	673	1053	1175	1310	865	1043	805	1061	1496	1691	1325	912	1308	1268	1283	1358	901	1512	1951	1192	596	910	645	524	1324	548	1359	881	796	415	1971	156	319	234	897	560	229	248	312	215	723	236	871	385	59	518	272	635	378	137	131	279	173	462	477	331	190	300	272									
		82.99%	80.09%	84.95%	85.19%	84.97%	85.37%	85.04%	59.04%	84.96%	86.39%	78.76%	70.02%	84.14%	80.09%	82.98%	85.37%	80.32%	87.69%	83.22%	83.65%	84.92%	85.05%	72.13%	84.57%	83.83%	83.04%	84.99%	95.54%	72.20%	69.79%	84.10%	69.73%	67.18%	83.38%	69.81%	80.27%	83.27%	77.58%	90.02%	90.75%	91.23%	90.11%	90.35%	90.24%	90.03%	90.16%	92.19%	86.91%	92.67%	74.08%	90.08%	90.63%	90.16%	69.41%	90.88%	91.58%	92.16%	89.79%	90.73%	90.34%	94.26%	90.10%	91.49%	90.17%	64.77%	89.62%	98.68%	94.77%									
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
																																																																														
