7	Число избирательных бюллетеней в переносных ящиках для голосования	1054	18	0	38	0	13	7	0	8	50	15	5	40	32	21	7	45	33	18	0	0	0	14	25	20	0	13	29	25	12	21	20	9	10	6	7	10	2	6	6	13	3	38	23	5	0	0	10	0	15	22	0	63	0	60	15	11	10	4	40	0	11	4	1	0	5	14	54	30	18									
8	Число бюллетеней в стационарных ящиках для голосования	90914	1143	448	969	800	1317	1423	1381	2013	1988	300	465	1143	2356	2604	1418	2263	1962	2469	1069	1075	1831	851	657	1784	631	926	1864	1127	1240	1539	2336	802	486	318	733	1523	945	156	2337	1888	961	1842	964	768	1636	1481	561	2193	1232	2582	142	1394	2015	2094	399	2722	784	705	2218	432	2047	1218	1499	2207	300	1794	784	776	584									
9	Число недействительных избирательных бюллетеней	171	0	0	0	0	3	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	3	0	0	0	8	10	7	2	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	24	8	14	1									
10	Число действительных избирательных бюллетеней	91797	1161	448	1007	800	1327	1430	1381	2021	2038	315	470	1140	2388	2625	1425	2308	1995	2487	1069	1075	1831	862	682	1804	631	931	1883	1145	1250	1558	2338	811	496	324	740	1533	947	162	2343	1901	964	1880	987	773	1636	1481	571	2193	1247	2588	142	1451	2009	2154	414	2733	794	709	2258	432	2058	1222	1500	2207	305	1784	830	792	601									
11	Число утраченных избирательных бюллетеней	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
12	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
																																																																																
13	Бабурин Сергей Николаевич	40	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	3									
		0.04%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.11%	0.48%	0.25%	0.50%									
14	Грудинин Павел Николаевич	3811	35	8	25	16	20	51	65	101	55	0	5	62	23	52	29	93	40	36	18	22	167	172	16	36	80	16	18	23	17	28	308	5	9	5	65	18	81	2	42	53	35	72	11	36	17	19	7	5	10	56	2	11	18	332	95	11	18	13	31	18	97	33	87	328	3	230	119	77	103									
		4.14%	3.01%	1.79%	2.48%	2.00%	1.50%	3.57%	4.71%	4.99%	2.70%	0.00%	1.06%	5.24%	0.96%	1.98%	2.04%	4.03%	2.01%	1.45%	1.68%	2.05%	9.12%	19.88%	2.35%	1.99%	12.68%	1.70%	0.95%	1.99%	1.36%	1.79%	13.07%	0.62%	1.81%	1.54%	8.78%	1.17%	8.55%	1.23%	1.79%	2.79%	3.63%	3.83%	1.11%	4.66%	1.04%	1.28%	1.23%	0.23%	0.80%	2.15%	1.41%	0.75%	0.89%	15.41%	22.95%	0.40%	2.27%	1.83%	1.37%	4.17%	4.71%	2.70%	5.80%	14.86%	0.98%	12.72%	14.20%	9.55%	17.11%									
15	Жириновский Владимир Вольфович	32	0	0	6	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	3	1	3									
		0.03%	0.00%	0.00%	0.60%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.14%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.09%	0.33%	0.11%	0.36%	0.12%	0.50%									
16	Путин Владимир Владимирович	87573	1111	440	962	784	1303	1359	1316	1920	1973	280	461	1078	2340	2573	1396	2215	1955	2440	1047	1053	1660	690	666	1768	543	911	1850	1122	1227	1530	2015	806	487	319	668	1505	866	159	2296	1841	924	1808	973	726	1619	1462	563	2183	1227	2530	140	1380	1974	1822	319	2722	776	696	2215	411	1961	1178	1413	1873	300	1547	697	711	488									
		95.22%	95.69%	98.21%	95.53%	98.00%	97.97%	95.03%	95.29%	95.00%	96.81%	88.89%	98.09%	91.12%	97.99%	98.02%	97.96%	95.97%	97.99%	98.11%	97.94%	97.95%	90.66%	79.77%	97.65%	98.00%	86.05%	97.02%	97.73%	97.40%	98.00%	98.08%	85.53%	99.38%	98.19%	98.46%	90.27%	98.17%	91.45%	98.15%	97.99%	96.84%	95.85%	96.17%	98.58%	93.92%	98.96%	98.72%	98.60%	99.54%	98.40%	97.16%	98.59%	94.72%	97.97%	84.59%	77.05%	99.60%	97.73%	98.17%	98.10%	95.14%	95.29%	96.40%	94.20%	84.87%	98.36%	85.56%	83.17%	88.21%	81.06%									
17	Собчак Ксения Анатольевна	52	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	2	2	2	0	2	0	2	0	0	0	2	6	0	0	0	3	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	2	1	1	2									
		0.06%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.21%	0.11%	0.00%	0.16%	0.00%	0.08%	0.00%	0.00%	0.00%	0.27%	0.39%	0.00%	0.00%	0.00%	0.16%	0.52%	0.00%	0.10%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.16%	0.00%	0.14%	0.00%	0.11%	0.12%	0.12%	0.33%									
18	Сурайкин Максим Александрович	55	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	7	0	0	0	1	0	0	0	5	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	2	0	1									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.05%	0.00%	0.24%	0.00%	0.30%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.21%	0.21%	0.00%	0.00%	0.10%	0.13%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.05%	0.00%	0.06%	0.24%	0.00%	0.17%									
19	Титов Борис Юрьевич	176	15	0	1	0	0	20	0	0	6	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	5	10	0	0	60	17	0	0	0	0	0	7	1	0	2	0	0	0	0	1	0	0									
		0.19%	1.29%	0.00%	0.10%	0.00%	0.00%	1.40%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.05%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.23%	0.80%	0.00%	0.00%	4.12%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.23%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	58	0	0	6	0	2	0	0	0	4	0	2	0	0	0	0	0	0	9	0	0	2	0	0	0	1	2	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	3	0	1									
		0.06%	0.00%	0.00%	0.60%	0.00%	0.15%	0.00%	0.00%	0.00%	0.20%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.16%	0.21%	0.53%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.17%									
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
