7	Число избирательных бюллетеней в переносных ящиках для голосования	3149	49	16	28	14	25	25	23	29	30	33	43	27	23	14	48	42	20	21	30	45	22	23	38	34	22	11	17	11	52	30	50	52	33	24	11	28	35	111	190	39	34	4	44	85	47	80	39	36	18	22	33	30	51	109	22	54	27	32	147	10	74	54	40	76	11	11	51	25	20	32	121	280	12									
8	Число бюллетеней в стационарных ящиках для голосования	69636	996	1084	1484	1600	1569	1488	869	960	1666	1492	1504	1593	1407	1371	1050	1211	1036	1093	972	1417	679	1039	1014	1676	1528	897	1292	718	1417	1650	1151	1209	1414	1280	639	422	1214	1225	297	1435	1488	624	1198	1218	1136	1320	1050	1413	601	1181	690	390	518	949	448	453	598	311	1161	83	959	732	464	723	130	162	659	171	246	195	167	83	57									
9	Число недействительных избирательных бюллетеней	931	9	9	19	20	22	16	11	8	22	22	20	31	18	12	12	9	17	5	15	19	11	12	16	16	11	9	31	11	14	18	6	18	14	12	8	3	14	19	4	14	25	13	18	17	28	22	9	23	12	24	11	5	0	12	4	5	13	8	16	3	20	9	7	13	5	0	9	1	1	0	1	20	0									
10	Число действительных избирательных бюллетеней	71854	1036	1091	1493	1594	1572	1497	881	981	1674	1503	1527	1589	1412	1373	1086	1244	1039	1109	987	1443	690	1050	1036	1694	1539	899	1278	718	1455	1662	1195	1243	1433	1292	642	447	1235	1317	483	1460	1497	615	1224	1286	1155	1378	1080	1426	607	1179	712	415	569	1046	466	502	612	335	1292	90	1013	777	497	786	136	173	701	195	265	227	287	343	69									
11	Число полученных открепительных  удостоверений	1615	30	20	30	45	35	30	25	20	35	35	30	30	30	30	20	30	30	20	20	30	20	20	20	30	25	20	25	15	20	35	20	20	45	30	15	15	25	30	5	30	30	10	30	25	25	20	30	30	15	15	20	15	10	20	20	10	10	10	40	5	25	30	25	35	5	5	20	10	20	10	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1318	10	12	28	41	33	27	19	14	33	32	28	29	29	27	14	23	26	12	13	26	12	18	16	24	21	11	22	12	17	35	10	12	41	28	9	15	23	29	4	28	30	3	22	24	21	15	27	28	5	14	11	11	8	17	17	8	6	6	40	4	25	23	17	25	4	0	18	8	14	4	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1150	10	19	12	12	23	20	11	13	58	12	17	11	11	12	8	9	15	10	7	22	15	21	9	12	14	8	7	35	16	9	14	5	7	16	10	6	12	12	46	22	11	10	10	10	11	13	10	20	10	11	9	11	12	23	9	5	44	7	35	6	16	6	11	25	14	21	29	14	15	56	52	2	4									
14	Число неиспользованных открепительных удостоверений	297	20	8	2	4	2	3	6	6	2	3	2	1	1	3	6	7	4	8	7	4	8	2	4	6	4	9	3	3	3	0	10	8	4	2	6	0	2	1	1	2	0	7	8	1	4	5	3	2	10	1	9	4	2	3	3	2	4	4	0	1	0	7	8	10	1	5	2	2	6	6	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	22	0	0	1	1	1	0	0	1	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																				
19	Жириновский Владимир Вольфович	3112	36	46	56	78	48	73	47	24	66	66	52	63	45	49	58	56	46	47	36	63	20	46	53	72	60	35	64	37	42	67	57	44	72	43	35	22	36	60	24	84	67	21	48	49	43	51	51	75	38	54	47	30	35	52	25	15	21	12	60	4	60	40	36	36	5	13	29	4	15	13	9	23	3									
		4.28%	3.44%	4.18%	3.70%	4.83%	3.01%	4.82%	5.27%	2.43%	3.89%	4.33%	3.36%	3.89%	3.15%	3.54%	5.28%	4.47%	4.36%	4.22%	3.59%	4.31%	2.85%	4.33%	5.04%	4.21%	3.87%	3.85%	4.89%	5.08%	2.86%	3.99%	4.75%	3.49%	4.98%	3.30%	5.38%	4.89%	2.88%	4.49%	4.93%	5.70%	4.40%	3.34%	3.86%	3.76%	3.63%	3.64%	4.68%	5.18%	6.14%	4.49%	6.50%	7.14%	6.15%	4.91%	5.32%	2.96%	3.36%	3.50%	4.59%	4.30%	5.81%	5.09%	7.14%	4.51%	3.55%	7.51%	4.08%	2.04%	5.64%	5.73%	3.13%	6.34%	4.35%									
20	Зюганов Геннадий Андреевич	8287	117	141	159	188	186	192	96	112	215	188	196	166	157	175	110	158	112	147	124	169	77	110	111	181	156	104	147	70	174	182	141	148	131	157	60	51	145	172	63	198	172	85	112	107	123	121	101	190	69	142	71	41	70	129	85	60	79	44	100	14	133	117	80	88	9	21	111	20	19	27	24	34	3									
		11.39%	11.20%	12.82%	10.52%	11.65%	11.67%	12.69%	10.76%	11.32%	12.68%	12.33%	12.67%	10.25%	10.98%	12.64%	10.02%	12.61%	10.61%	13.20%	12.38%	11.56%	10.98%	10.36%	10.55%	10.58%	10.06%	11.45%	11.23%	9.60%	11.84%	10.83%	11.74%	11.74%	9.05%	12.04%	9.23%	11.33%	11.61%	12.87%	12.94%	13.43%	11.30%	13.54%	9.02%	8.21%	10.40%	8.64%	9.27%	13.11%	11.15%	11.80%	9.82%	9.76%	12.30%	12.19%	18.09%	11.83%	12.64%	12.83%	7.65%	15.05%	12.88%	14.89%	15.87%	11.01%	6.38%	12.14%	15.63%	10.20%	7.14%	11.89%	8.33%	9.37%	4.35%									
21	Миронов Сергей Михайлович	3410	36	39	85	73	69	78	44	59	82	77	92	75	80	74	59	70	57	58	47	85	32	52	48	104	66	58	44	26	87	77	50	63	55	84	27	33	58	64	35	67	44	24	42	61	38	49	47	62	24	44	43	20	16	54	25	27	14	12	52	0	53	43	18	21	8	5	39	11	11	10	8	14	2									
		4.69%	3.44%	3.55%	5.62%	4.52%	4.33%	5.16%	4.93%	5.97%	4.83%	5.05%	5.95%	4.63%	5.59%	5.34%	5.37%	5.59%	5.40%	5.21%	4.69%	5.81%	4.56%	4.90%	4.56%	6.08%	4.26%	6.39%	3.36%	3.57%	5.92%	4.58%	4.16%	4.99%	3.80%	6.44%	4.15%	7.33%	4.64%	4.79%	7.19%	4.55%	2.89%	3.82%	3.38%	4.68%	3.21%	3.50%	4.32%	4.28%	3.88%	3.66%	5.95%	4.76%	2.81%	5.10%	5.32%	5.33%	2.24%	3.50%	3.98%	0.00%	5.13%	5.47%	3.57%	2.63%	5.67%	2.89%	5.49%	5.61%	4.14%	4.41%	2.78%	3.86%	2.90%									
22	Прохоров Михаил Дмитриевич	7470	122	134	144	140	155	147	73	104	235	160	182	173	147	184	138	138	103	125	137	231	119	128	118	201	204	131	156	65	153	207	119	140	193	110	67	37	186	110	64	143	131	42	100	102	111	153	99	124	55	114	47	37	62	89	24	31	26	15	80	8	71	42	39	34	7	12	78	24	22	30	25	10	3									
		10.26%	11.67%	12.18%	9.52%	8.67%	9.72%	9.72%	8.18%	10.52%	13.86%	10.49%	11.76%	10.68%	10.28%	13.29%	12.57%	11.01%	9.75%	11.22%	13.67%	15.80%	16.98%	12.05%	11.22%	11.75%	13.16%	14.43%	11.92%	8.92%	10.42%	12.32%	9.91%	11.10%	13.34%	8.44%	10.31%	8.22%	14.89%	8.23%	13.14%	9.70%	8.61%	6.69%	8.05%	7.83%	9.38%	10.93%	9.09%	8.56%	8.89%	9.48%	6.50%	8.81%	10.90%	8.41%	5.11%	6.11%	4.16%	4.37%	6.12%	8.60%	6.87%	5.34%	7.74%	4.26%	4.96%	6.94%	10.99%	12.24%	8.27%	13.22%	8.68%	2.75%	4.35%									
23	Путин Владимир Владимирович	49575	725	731	1049	1115	1114	1007	621	682	1076	1012	1005	1112	983	891	721	822	721	732	643	895	442	714	706	1136	1053	571	867	520	999	1129	828	848	982	898	453	304	810	911	297	968	1083	443	922	967	840	1004	782	975	421	825	504	287	386	722	307	369	472	252	1000	64	696	535	324	607	107	122	444	136	198	147	221	262	58									
		68.11%	69.38%	66.45%	69.38%	69.08%	69.89%	66.56%	69.62%	68.96%	63.44%	66.36%	64.96%	68.64%	68.74%	64.33%	65.66%	65.60%	68.28%	65.71%	64.17%	61.22%	63.05%	67.23%	67.11%	66.43%	67.94%	62.89%	66.23%	71.33%	68.01%	67.20%	68.94%	67.25%	67.86%	68.87%	69.69%	67.56%	64.85%	68.19%	60.99%	65.67%	71.16%	70.54%	74.24%	74.21%	71.01%	71.71%	71.81%	67.29%	68.01%	68.58%	69.71%	68.33%	67.84%	68.24%	65.32%	72.78%	75.52%	73.47%	76.45%	68.82%	67.38%	68.07%	64.29%	75.97%	75.89%	70.52%	62.54%	69.39%	74.44%	64.76%	76.74%	72.18%	84.06%									
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
