		4.58%	4.45%	2.71%	5.80%	5.15%	6.05%	2.64%	3.81%	8.58%	4.44%	3.27%	1.97%	1.77%	3.71%	4.77%	3.51%	5.88%	8.00%	6.09%	7.10%	3.00%	18.18%	2.67%	4.65%	8.97%	1.48%	5.46%	3.11%	5.86%	4.35%	4.46%	6.42%									
16	Путин Владимир Владимирович	14517	577	788	422	472	350	913	872	1081	626	750	272	688	683	416	295	160	366	404	448	496	72	797	158	261	241	204	678	287	140	295	305									
		84.47%	77.76%	85.37%	76.45%	76.01%	88.16%	86.05%	87.37%	85.05%	84.14%	84.65%	76.40%	86.87%	84.53%	86.31%	86.26%	85.56%	73.20%	87.83%	85.99%	87.63%	72.73%	92.35%	91.86%	83.65%	88.93%	85.71%	84.22%	88.58%	86.96%	82.17%	81.55%									
17	Собчак Ксения Анатольевна	94	6	5	4	2	0	8	7	6	3	8	3	4	3	3	0	1	3	9	1	2	0	3	1	2	1	1	2	3	0	1	2									
		0.55%	0.81%	0.54%	0.72%	0.32%	0.00%	0.75%	0.70%	0.47%	0.40%	0.90%	0.84%	0.51%	0.37%	0.62%	0.00%	0.53%	0.60%	1.96%	0.19%	0.35%	0.00%	0.35%	0.58%	0.64%	0.37%	0.42%	0.25%	0.93%	0.00%	0.28%	0.53%									
18	Сурайкин Максим Александрович	101	3	2	3	8	1	4	11	11	3	9	0	2	5	2	1	0	2	4	1	2	0	5	1	1	8	3	4	2	1	2	0									
		0.59%	0.40%	0.22%	0.54%	1.29%	0.25%	0.38%	1.10%	0.87%	0.40%	1.02%	0.00%	0.25%	0.62%	0.41%	0.29%	0.00%	0.40%	0.87%	0.19%	0.35%	0.00%	0.58%	0.58%	0.32%	2.95%	1.26%	0.50%	0.62%	0.62%	0.56%	0.00%									
19	Титов Борис Юрьевич	57	3	1	2	2	1	2	5	8	3	11	0	0	1	2	4	1	1	3	0	1	0	1	0	1	0	0	3	1	0	0	0									
		0.33%	0.40%	0.11%	0.36%	0.32%	0.25%	0.19%	0.50%	0.63%	0.40%	1.24%	0.00%	0.00%	0.12%	0.41%	1.17%	0.53%	0.20%	0.65%	0.00%	0.18%	0.00%	0.12%	0.00%	0.32%	0.00%	0.00%	0.37%	0.31%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	39	3	0	2	1	1	1	3	0	5	10	0	0	2	1	0	0	0	2	1	2	0	3	0	0	0	0	1	0	0	1	0									
		0.23%	0.40%	0.00%	0.36%	0.16%	0.25%	0.09%	0.30%	0.00%	0.67%	1.13%	0.00%	0.00%	0.25%	0.21%	0.00%	0.00%	0.00%	0.43%	0.19%	0.35%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.28%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
