Выборы Президента Российской Федерации																																																															
Дата голосования: 02.03.2008																																																															
																																																															
Наименование Избирательной комиссии:    Кунгурская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
	Число участковых избирательных комиссий	56																																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	56																																																													
																																																															
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626	УИК №4627	УИК №4628	УИК №4629	УИК №4630	УИК №4631	УИК №4632	УИК №4633	УИК №4634	УИК №4635	УИК №4636	УИК №4637	УИК №4638	УИК №4639	УИК №4640	УИК №4641	УИК №4642	УИК №4643	УИК №4644	УИК №4645	УИК №4646	УИК №4647	УИК №4648	УИК №4649	УИК №4650	УИК №4651	УИК №4652	УИК №4653	УИК №4654	УИК №4655	УИК №4656					
1	"Число избирателей, включенных в списки избирателей"	34561	148	551	1775	240	250	496	388	186	641	917	1164	1266	1239	243	1079	514	1192	1570	429	255	1201	430	1180	466	1280	124	99	97	215	252	1228	153	188	425	1189	871	566	520	732	194	143	297	852	708	1046	288	307	337	197	792	1033	686	322	327	636	637					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33450	150	600	1800	200	250	450	350	180	630	900	1150	1250	1200	240	1000	450	1150	1500	400	250	1200	400	1100	450	1200	100	90	90	200	200	1200	150	180	400	1200	870	550	500	700	180	130	290	820	700	1000	280	300	340	190	790	1000	650	300	300	650	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	90	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	42	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	17822	90	263	717	90	133	265	210	87	287	516	623	768	761	127	626	211	521	659	214	69	633	194	583	193	672	62	53	52	69	88	503	79	104	197	597	385	268	269	366	58	75	152	666	547	639	188	191	234	108	364	481	328	170	197	409	411					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4179	22	110	312	80	49	69	22	54	153	85	108	25	8	39	32	68	63	218	33	88	124	86	150	91	103	25	18	13	60	90	267	34	35	63	114	126	74	40	71	73	22	52	54	34	75	24	49	7	17	125	198	26	29	21	106	45					
6	Число погашенных избирательных бюллетеней	11359	38	215	771	30	68	116	118	39	190	299	419	457	431	74	342	171	536	623	153	93	443	120	367	166	383	13	19	25	71	22	424	37	41	140	489	359	208	191	263	49	33	86	100	119	286	68	60	99	65	301	321	296	101	82	135	194					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4269	22	122	312	80	49	69	22	54	153	85	108	25	8	39	32	68	93	218	33	88	124	86	150	91	145	25	18	13	60	90	273	34	35	63	114	126	74	40	71	73	22	52	54	34	75	24	49	7	17	125	198	26	29	21	106	45					
8	Число бюллетеней в стационарных ящиках для голосования	17822	90	263	717	90	133	265	210	87	287	516	623	768	761	127	626	211	521	659	214	69	633	194	583	193	672	62	53	52	69	88	503	79	104	197	597	385	268	269	366	58	75	152	666	547	639	188	191	234	108	364	481	328	170	197	409	411					
9	Число недействительных избирательных бюллетеней	149	0	7	6	1	1	3	3	0	2	7	7	2	1	5	5	3	5	9	1	0	3	1	5	1	8	0	1	1	0	2	6	2	2	1	3	3	3	3	3	0	1	1	0	5	6	0	2	2	0	1	4	3	2	2	1	3					
10	Число действительных избирательных бюллетеней	21942	112	378	1023	169	181	331	229	141	438	594	724	791	768	161	653	276	609	868	246	157	754	279	728	283	809	87	70	64	129	176	770	111	137	259	708	508	339	306	434	131	96	203	720	576	708	212	238	239	125	488	675	351	197	216	514	453					
11	Число полученных открепительных  удостоверений	580	4	8	21	3	20	11	6	2	10	14	27	18	8	5	17	4	10	23	4	8	18	11	10	6	26	2	2	3	3	2	3	4	2	2	8	11	8	17	7	6	4	17	30	11	17	9	9	8	2	19	30	11	5	5	9	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	517	1	8	21	3	20	11	6	0	10	13	26	17	8	5	15	3	9	22	2	6	12	9	10	5	24	0	2	3	1	2	1	4	0	1	5	9	8	17	6	5	4	17	30	7	12	9	8	8	2	12	30	11	3	5	9	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	266	4	1	11	1	2	3	3	7	1	14	0	3	6	4	8	3	6	15	5	5	8	2	13	6	15	6	2	4	4	2	8	2	2	1	4	4	2	3	1	2	1	5	10	3	13	2	2	1	3	7	4	5	6	3	5	3					
14	Число неиспользованных открепительных удостоверений	63	3	0	0	0	0	0	0	2	0	1	1	1	0	0	2	1	1	1	2	2	6	2	0	1	2	2	0	0	2	0	2	0	2	1	3	2	0	0	1	1	0	0	0	4	5	0	1	0	0	7	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	11	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	Богданов Андрей Владимирович	223	3	8	10	0	0	1	2	2	1	9	9	11	13	1	9	6	11	14	8	1	4	6	9	3	8	0	0	1	4	2	9	0	1	1	3	1	5	0	2	2	2	1	8	0	1	0	1	1	0	6	8	4	1	6	2	2					
		1.01%	2.68%	2.08%	0.97%	0.00%	0.00%	0.30%	0.86%	1.42%	0.23%	1.50%	1.23%	1.39%	1.69%	0.60%	1.37%	2.15%	1.79%	1.60%	3.24%	0.64%	0.53%	2.14%	1.23%	1.06%	0.98%	0.00%	0.00%	1.54%	3.10%	1.12%	1.16%	0.00%	0.72%	0.38%	0.42%	0.20%	1.46%	0.00%	0.46%	1.53%	2.06%	0.49%	1.11%	0.00%	0.14%	0.00%	0.42%	0.41%	0.00%	1.23%	1.18%	1.13%	0.50%	2.75%	0.39%	0.44%					
19	Жириновский Владимир Вольфович	3136	12	74	161	28	24	50	20	26	73	93	121	130	147	35	115	39	76	145	33	23	119	49	85	21	122	19	13	5	20	23	113	19	16	30	83	64	63	63	33	25	10	21	38	24	97	29	45	28	16	52	94	71	34	27	71	69					
		14.20%	10.71%	19.22%	15.65%	16.47%	13.19%	14.97%	8.62%	18.44%	16.59%	15.47%	16.55%	16.39%	19.12%	21.08%	17.48%	13.98%	12.38%	16.53%	13.36%	14.65%	15.72%	17.50%	11.60%	7.39%	14.93%	21.84%	18.31%	7.69%	15.50%	12.92%	14.56%	16.81%	11.51%	11.54%	11.67%	12.52%	18.42%	20.39%	7.55%	19.08%	10.31%	10.29%	5.28%	4.13%	13.59%	13.68%	18.75%	11.62%	12.80%	10.63%	13.84%	20.06%	17.09%	12.39%	13.79%	15.13%					
20	Зюганов Геннадий Андреевич	3329	31	101	154	26	49	46	26	14	65	78	91	93	83	16	113	29	82	121	41	14	140	48	88	72	151	10	17	14	14	21	96	14	14	29	115	80	59	91	150	17	15	38	132	103	92	26	16	42	25	24	67	56	23	20	74	63					
		15.07%	27.68%	26.23%	14.97%	15.29%	26.92%	13.77%	11.21%	9.93%	14.77%	12.98%	12.45%	11.73%	10.79%	9.64%	17.17%	10.39%	13.36%	13.80%	16.60%	8.92%	18.49%	17.14%	12.01%	25.35%	18.48%	11.49%	23.94%	21.54%	10.85%	11.80%	12.37%	12.39%	10.07%	11.15%	16.17%	15.66%	17.25%	29.45%	34.32%	12.98%	15.46%	18.63%	18.33%	17.73%	12.89%	12.26%	6.67%	17.43%	20.00%	4.91%	9.87%	15.82%	11.56%	9.17%	14.37%	13.82%					
21	Медведев Дмитрий Анатольевич	15254	66	195	698	115	108	234	181	99	299	414	503	557	525	109	416	202	440	588	164	119	491	176	546	187	528	58	40	44	91	130	552	78	106	199	507	363	212	152	249	87	69	143	542	449	518	157	176	168	84	406	506	220	139	163	367	319					
		69.05%	58.93%	50.65%	67.83%	67.65%	59.34%	70.06%	78.02%	70.21%	67.95%	68.89%	68.81%	70.24%	68.27%	65.66%	63.22%	72.40%	71.66%	67.05%	66.40%	75.80%	64.86%	62.86%	74.49%	65.85%	64.63%	66.67%	56.34%	67.69%	70.54%	73.03%	71.13%	69.03%	76.26%	76.54%	71.31%	71.04%	61.99%	49.19%	56.98%	66.41%	71.13%	70.10%	75.28%	77.28%	72.55%	74.06%	73.33%	69.71%	67.20%	83.03%	74.52%	62.15%	69.85%	74.77%	71.26%	69.96%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
