7	Число избирательных бюллетеней в переносных ящиках для голосования	2350	50	39	36	47	43	36	111	32	25	17	53	21	21	25	9	81	18	37	13	50	31	95	44	52	8	60	35	81	27	72	16	30	11	3	53	45	23	2	11	2	35	5	46	19	86	30	28	58	68	39	60	49	67	69	5	40	8	12	92	69									
8	Число бюллетеней в стационарных ящиках для голосования	28291	818	863	867	829	809	845	506	644	797	416	1047	398	216	346	196	658	201	419	190	626	175	867	431	478	125	960	319	958	233	778	104	267	145	149	647	626	311	141	146	109	518	130	619	199	1064	360	256	788	593	980	763	562	459	343	123	425	154	122	147	26									
9	Число недействительных избирательных бюллетеней	490	10	15	7	9	18	9	7	16	10	26	15	12	4	5	1	3	0	11	4	13	7	14	3	3	2	15	8	22	5	17	2	5	1	9	19	0	7	1	8	1	6	0	12	4	16	12	7	18	7	7	12	7	3	9	3	9	6	3	5	0									
10	Число действительных избирательных бюллетеней	30151	858	887	896	867	834	872	610	660	812	407	1085	407	233	366	204	736	219	445	199	663	199	948	472	527	131	1005	346	1017	255	833	118	292	155	143	681	671	327	142	149	110	547	135	653	214	1134	378	277	828	654	1012	811	604	523	403	125	456	156	131	234	95									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																							
13	Бабурин Сергей Николаевич	96	1	0	1	1	2	2	3	1	0	2	3	4	2	0	1	1	2	1	1	1	2	0	1	2	0	1	1	5	4	5	0	0	3	2	2	3	1	1	0	0	0	0	4	1	5	5	2	4	1	0	4	2	0	1	1	2	0	0	2	0									
		0.31%	0.12%	0.00%	0.11%	0.11%	0.23%	0.23%	0.49%	0.15%	0.00%	0.46%	0.27%	0.95%	0.84%	0.00%	0.49%	0.14%	0.91%	0.22%	0.49%	0.15%	0.97%	0.00%	0.21%	0.38%	0.00%	0.10%	0.28%	0.48%	1.54%	0.59%	0.00%	0.00%	1.92%	1.32%	0.29%	0.45%	0.30%	0.70%	0.00%	0.00%	0.00%	0.00%	0.60%	0.46%	0.43%	1.28%	0.70%	0.47%	0.15%	0.00%	0.49%	0.33%	0.00%	0.24%	0.78%	0.43%	0.00%	0.00%	0.84%	0.00%									
14	Грудинин Павел Николаевич	650	21	16	11	26	24	17	8	13	15	30	21	14	9	21	5	8	1	9	2	13	6	24	11	5	2	22	4	29	5	14	2	3	7	7	16	12	2	3	0	4	10	5	14	2	11	8	15	21	13	23	11	6	2	14	1	18	8	4	1	1									
		2.12%	2.42%	1.77%	1.22%	2.97%	2.82%	1.93%	1.30%	1.92%	1.82%	6.93%	1.91%	3.34%	3.80%	5.66%	2.44%	1.08%	0.46%	1.97%	0.99%	1.92%	2.91%	2.49%	2.32%	0.94%	1.50%	2.16%	1.13%	2.79%	1.92%	1.65%	1.67%	1.01%	4.49%	4.61%	2.29%	1.79%	0.60%	2.10%	0.00%	3.60%	1.81%	3.70%	2.11%	0.92%	0.96%	2.05%	5.28%	2.48%	1.97%	2.26%	1.34%	0.98%	0.38%	3.40%	0.78%	3.87%	4.94%	2.99%	0.42%	1.05%									
15	Жириновский Владимир Вольфович	416	18	7	20	18	15	14	12	9	17	12	13	4	6	1	6	8	1	13	0	3	2	7	6	5	0	6	6	11	6	5	4	5	2	5	10	12	7	2	4	1	7	2	5	5	10	5	4	11	2	11	9	8	9	5	1	4	3	4	8	0									
		1.36%	2.07%	0.78%	2.21%	2.05%	1.76%	1.59%	1.94%	1.33%	2.07%	2.77%	1.18%	0.95%	2.53%	0.27%	2.93%	1.08%	0.46%	2.85%	0.00%	0.44%	0.97%	0.73%	1.26%	0.94%	0.00%	0.59%	1.69%	1.06%	2.31%	0.59%	3.33%	1.68%	1.28%	3.29%	1.43%	1.79%	2.10%	1.40%	2.55%	0.90%	1.27%	1.48%	0.75%	2.29%	0.87%	1.28%	1.41%	1.30%	0.30%	1.08%	1.09%	1.31%	1.71%	1.21%	0.78%	0.86%	1.85%	2.99%	3.35%	0.00%									
16	Путин Владимир Владимирович	27867	791	843	841	812	773	824	573	596	769	310	997	370	207	340	190	696	215	402	182	615	176	886	430	505	124	951	329	904	218	788	111	274	132	116	621	636	310	128	138	105	514	121	598	205	1094	294	228	758	617	958	771	571	476	355	110	415	139	114	216	85									
		90.95%	91.13%	93.46%	93.13%	92.69%	90.73%	93.53%	92.87%	88.17%	93.55%	71.59%	90.64%	88.31%	87.34%	91.64%	92.68%	94.18%	98.17%	88.16%	89.66%	90.98%	85.44%	92.10%	90.53%	95.28%	93.23%	93.24%	92.94%	87.01%	83.85%	92.71%	92.50%	92.26%	84.62%	76.32%	88.71%	94.78%	92.81%	89.51%	87.90%	94.59%	92.95%	89.63%	89.92%	94.04%	95.13%	75.38%	80.28%	89.60%	93.34%	94.01%	93.68%	93.45%	90.49%	86.17%	85.94%	89.25%	85.80%	85.07%	90.38%	89.47%									
17	Собчак Ксения Анатольевна	804	22	16	16	6	14	8	8	24	8	40	41	11	4	2	1	16	0	15	9	19	10	21	22	6	3	15	4	55	16	17	1	9	10	7	24	7	5	5	7	0	13	5	23	1	8	53	16	24	16	11	11	14	28	20	10	9	3	5	4	6									
		2.62%	2.53%	1.77%	1.77%	0.68%	1.64%	0.91%	1.30%	3.55%	0.97%	9.24%	3.73%	2.63%	1.69%	0.54%	0.49%	2.17%	0.00%	3.29%	4.43%	2.81%	4.85%	2.18%	4.63%	1.13%	2.26%	1.47%	1.13%	5.29%	6.15%	2.00%	0.83%	3.03%	6.41%	4.61%	3.43%	1.04%	1.50%	3.50%	4.46%	0.00%	2.35%	3.70%	3.46%	0.46%	0.70%	13.59%	5.63%	2.84%	2.42%	1.08%	1.34%	2.29%	5.32%	4.85%	7.81%	1.94%	1.85%	3.73%	1.67%	6.32%									
18	Сурайкин Максим Александрович	50	0	1	1	1	3	3	1	2	1	4	0	0	1	0	0	2	0	1	0	2	2	1	1	1	0	3	0	4	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	2	1	0	2	1	0	0	0	1	0	0	0	1	0	0									
		0.16%	0.00%	0.11%	0.11%	0.11%	0.35%	0.34%	0.16%	0.30%	0.12%	0.92%	0.00%	0.00%	0.42%	0.00%	0.00%	0.27%	0.00%	0.22%	0.00%	0.30%	0.97%	0.10%	0.21%	0.19%	0.00%	0.29%	0.00%	0.38%	0.38%	0.00%	0.00%	0.00%	0.00%	1.97%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.09%	0.51%	0.35%	0.00%	0.30%	0.10%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%									
19	Титов Борис Юрьевич	77	1	1	1	2	1	2	0	4	1	1	5	1	1	0	1	1	0	1	2	4	0	4	0	2	1	4	0	0	0	1	0	0	1	0	5	0	0	1	0	0	1	1	2	0	3	1	3	2	0	4	2	2	4	1	0	1	0	0	0	1									
		0.25%	0.12%	0.11%	0.11%	0.23%	0.12%	0.23%	0.00%	0.59%	0.12%	0.23%	0.45%	0.24%	0.42%	0.00%	0.49%	0.14%	0.00%	0.22%	0.99%	0.59%	0.00%	0.42%	0.00%	0.38%	0.75%	0.39%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.64%	0.00%	0.71%	0.00%	0.00%	0.70%	0.00%	0.00%	0.18%	0.74%	0.30%	0.00%	0.26%	0.26%	1.06%	0.24%	0.00%	0.39%	0.24%	0.33%	0.76%	0.24%	0.00%	0.22%	0.00%	0.00%	0.00%	1.05%									
20	Явлинский Григорий Алексеевич	191	4	3	5	1	2	2	5	11	1	8	5	3	3	2	0	4	0	3	3	6	1	5	1	1	1	3	2	9	5	3	0	1	0	3	2	1	2	2	0	0	2	1	6	0	2	10	8	8	3	4	3	1	4	6	2	7	3	3	3	2									
		0.62%	0.46%	0.33%	0.55%	0.11%	0.23%	0.23%	0.81%	1.63%	0.12%	1.85%	0.45%	0.72%	1.27%	0.54%	0.00%	0.54%	0.00%	0.66%	1.48%	0.89%	0.49%	0.52%	0.21%	0.19%	0.75%	0.29%	0.56%	0.87%	1.92%	0.35%	0.00%	0.34%	0.00%	1.97%	0.29%	0.15%	0.60%	1.40%	0.00%	0.00%	0.36%	0.74%	0.90%	0.00%	0.17%	2.56%	2.82%	0.95%	0.45%	0.39%	0.36%	0.16%	0.76%	1.46%	1.56%	1.51%	1.85%	2.24%	1.26%	2.11%									
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
