18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
19	Жириновский Владимир Вольфович	3663	70	195	41	64	33	41	30	42	38	28	64	57	91	44	130	70	99	53	82	120	66	42	34	5	103	74	58	107	36	75	72	87	169	57	49	19	74	102	72	73	76	41	111	63	202	54	87	185	78									
		6.06%	4.89%	14.64%	3.95%	5.79%	4.03%	7.90%	5.93%	5.30%	4.12%	2.10%	3.65%	4.75%	5.12%	5.43%	6.72%	5.21%	5.78%	6.15%	8.24%	6.63%	5.58%	3.95%	5.82%	3.45%	8.65%	4.63%	3.77%	5.70%	4.81%	6.12%	5.51%	5.18%	10.01%	6.08%	5.41%	5.34%	5.97%	6.65%	7.07%	6.13%	5.27%	4.06%	6.10%	4.73%	5.94%	6.80%	5.73%	19.51%	6.62%									
20	Зюганов Геннадий Андреевич	7776	255	138	112	86	127	30	49	86	117	170	120	134	301	118	302	200	142	106	138	265	173	147	90	27	121	264	165	297	83	193	184	197	219	162	120	52	176	260	126	142	185	126	243	190	285	110	212	26	205									
		12.86%	17.81%	10.36%	10.79%	7.78%	15.51%	5.78%	9.68%	10.84%	12.69%	12.77%	6.85%	11.17%	16.95%	14.55%	15.61%	14.88%	8.28%	12.30%	13.87%	14.64%	14.62%	13.82%	15.41%	18.62%	10.16%	16.50%	10.74%	15.81%	11.10%	15.74%	14.09%	11.72%	12.97%	17.29%	13.25%	14.61%	14.21%	16.95%	12.38%	11.93%	12.84%	12.48%	13.35%	14.27%	8.38%	13.85%	13.96%	2.74%	17.39%									
21	Миронов Сергей Михайлович	1293	33	29	16	24	20	4	13	15	13	24	30	24	43	20	65	24	31	18	9	46	29	18	13	5	21	36	37	37	16	39	41	32	68	10	27	5	34	37	22	10	28	14	30	41	54	14	25	11	38									
		2.14%	2.30%	2.18%	1.54%	2.17%	2.44%	0.77%	2.57%	1.89%	1.41%	1.80%	1.71%	2.00%	2.42%	2.47%	3.36%	1.79%	1.81%	2.09%	0.90%	2.54%	2.45%	1.69%	2.23%	3.45%	1.76%	2.25%	2.41%	1.97%	2.14%	3.18%	3.14%	1.90%	4.03%	1.07%	2.98%	1.40%	2.74%	2.41%	2.16%	0.84%	1.94%	1.39%	1.65%	3.08%	1.59%	1.76%	1.65%	1.16%	3.22%									
22	Прохоров Михаил Дмитриевич	4944	133	27	80	131	109	15	36	113	135	104	109	98	161	65	145	51	106	52	41	140	117	113	70	11	120	181	167	197	70	106	152	162	85	59	96	30	115	113	83	61	104	102	152	94	190	73	98	91	81									
		8.18%	9.29%	2.03%	7.71%	11.86%	13.31%	2.89%	7.11%	14.25%	14.64%	7.81%	6.22%	8.17%	9.07%	8.01%	7.49%	3.79%	6.18%	6.03%	4.12%	7.73%	9.89%	10.62%	11.99%	7.59%	10.08%	11.31%	10.87%	10.49%	9.36%	8.65%	11.64%	9.64%	5.03%	6.30%	10.60%	8.43%	9.28%	7.37%	8.15%	5.13%	7.22%	10.10%	8.35%	7.06%	5.59%	9.19%	6.45%	9.60%	6.87%									
23	Путин Владимир Владимирович	42367	930	933	782	775	523	425	376	531	614	997	1430	882	1173	560	1284	982	1334	630	720	1224	793	736	375	96	823	1041	1110	1229	538	808	848	1193	1148	637	609	246	824	1010	707	893	1045	719	1274	927	2647	540	1081	596	769									
		70.09%	64.94%	70.05%	75.34%	70.14%	63.86%	81.89%	74.31%	66.96%	66.59%	74.91%	81.57%	73.50%	66.05%	69.05%	66.36%	73.07%	77.83%	73.09%	72.36%	67.62%	67.03%	69.17%	64.21%	66.21%	69.10%	65.06%	72.22%	65.44%	71.93%	65.91%	64.93%	70.97%	67.97%	67.98%	67.22%	69.10%	66.51%	65.84%	69.45%	75.04%	72.52%	71.19%	70.00%	69.65%	77.88%	68.01%	71.17%	62.87%	65.22%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
