8	Число бюллетеней в стационарных ящиках для голосования	13822	104	178	247	426	334	240	491	384	121	506	235	361	371	328	354	450	485	402	250	305	451	197	173	266	594	141	144	278	622	501	522	391	444	492	293	123	484	453	392	289									
9	Число недействительных избирательных бюллетеней	122	1	1	1	6	9	1	2	5	0	2	3	3	8	4	1	7	6	3	1	5	0	0	2	3	7	2	1	2	6	6	2	0	3	2	2	5	4	5	1	0									
10	Число действительных избирательных бюллетеней	15500	116	215	304	485	397	255	532	463	154	519	285	410	449	355	396	457	538	460	285	344	482	232	186	294	696	155	178	337	716	535	584	434	466	543	322	133	528	500	452	308									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
13	Бабурин Сергей Николаевич	93	1	2	1	1	3	2	5	0	2	5	1	4	2	2	6	1	3	0	3	1	1	1	0	1	5	0	0	7	3	6	0	3	3	4	4	0	3	5	2	0									
		0.60%	0.85%	0.93%	0.33%	0.20%	0.74%	0.78%	0.94%	0.00%	1.30%	0.96%	0.35%	0.97%	0.44%	0.56%	1.51%	0.22%	0.55%	0.00%	1.05%	0.29%	0.21%	0.43%	0.00%	0.34%	0.71%	0.00%	0.00%	2.06%	0.42%	1.11%	0.00%	0.69%	0.64%	0.73%	1.23%	0.00%	0.56%	0.99%	0.44%	0.00%									
14	Грудинин Павел Николаевич	1913	7	37	43	62	27	37	41	40	1	31	27	71	61	39	62	65	33	42	50	27	39	24	18	31	92	10	17	54	107	75	81	70	73	91	40	11	89	59	79	50									
		12.25%	5.98%	17.13%	14.10%	12.63%	6.65%	14.45%	7.68%	8.55%	0.65%	5.95%	9.38%	17.19%	13.35%	10.86%	15.62%	14.01%	6.07%	9.07%	17.48%	7.74%	8.09%	10.34%	9.57%	10.44%	13.09%	6.37%	9.50%	15.93%	14.82%	13.86%	13.82%	16.13%	15.57%	16.70%	12.35%	7.97%	16.73%	11.68%	17.44%	16.23%									
15	Жириновский Владимир Вольфович	1429	14	7	20	45	43	16	41	36	16	51	37	39	38	36	49	47	45	64	28	21	27	17	14	36	64	17	19	20	64	64	53	47	50	36	23	10	61	49	31	34									
		9.15%	11.97%	3.24%	6.56%	9.16%	10.59%	6.25%	7.68%	7.69%	10.39%	9.79%	12.85%	9.44%	8.32%	10.03%	12.34%	10.13%	8.27%	13.82%	9.79%	6.02%	5.60%	7.33%	7.45%	12.12%	9.10%	10.83%	10.61%	5.90%	8.86%	11.83%	9.04%	10.83%	10.66%	6.61%	7.10%	7.25%	11.47%	9.70%	6.84%	11.04%									
16	Путин Владимир Владимирович	11754	90	164	235	372	317	196	441	378	135	419	212	286	345	276	267	330	445	348	200	287	413	185	149	223	525	126	140	251	529	380	434	298	326	397	245	109	364	370	328	219									
		75.24%	76.92%	75.93%	77.05%	75.76%	78.08%	76.56%	82.58%	80.77%	87.66%	80.42%	73.61%	69.25%	75.49%	76.88%	67.25%	71.12%	81.80%	75.16%	69.93%	82.23%	85.68%	79.74%	79.26%	75.08%	74.68%	80.25%	78.21%	74.04%	73.27%	70.24%	74.06%	68.66%	69.51%	72.84%	75.62%	78.99%	68.42%	73.27%	72.41%	71.10%									
17	Собчак Ксения Анатольевна	113	1	2	3	3	2	1	1	2	0	6	4	4	1	1	5	2	5	1	0	5	0	1	2	1	4	0	2	4	5	3	7	6	5	7	2	1	5	4	5	0									
		0.72%	0.85%	0.93%	0.98%	0.61%	0.49%	0.39%	0.19%	0.43%	0.00%	1.15%	1.39%	0.97%	0.22%	0.28%	1.26%	0.43%	0.92%	0.22%	0.00%	1.43%	0.00%	0.43%	1.06%	0.34%	0.57%	0.00%	1.12%	1.18%	0.69%	0.55%	1.19%	1.38%	1.07%	1.28%	0.62%	0.72%	0.94%	0.79%	1.10%	0.00%									
18	Сурайкин Максим Александрович	115	2	2	1	2	1	1	2	4	0	6	3	3	1	0	5	9	4	3	2	0	0	4	1	2	5	0	0	1	6	7	2	5	5	3	5	0	4	5	5	4									
		0.74%	1.71%	0.93%	0.33%	0.41%	0.25%	0.39%	0.37%	0.85%	0.00%	1.15%	1.04%	0.73%	0.22%	0.00%	1.26%	1.94%	0.74%	0.65%	0.70%	0.00%	0.00%	1.72%	0.53%	0.67%	0.71%	0.00%	0.00%	0.29%	0.83%	1.29%	0.34%	1.15%	1.07%	0.55%	1.54%	0.00%	0.75%	0.99%	1.10%	1.30%									
19	Титов Борис Юрьевич	56	1	1	1	0	0	2	1	3	0	0	0	1	0	0	2	2	3	1	2	1	2	0	2	0	0	2	0	0	0	0	4	4	3	4	2	2	1	7	1	1									
		0.36%	0.85%	0.46%	0.33%	0.00%	0.00%	0.78%	0.19%	0.64%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.50%	0.43%	0.55%	0.22%	0.70%	0.29%	0.41%	0.00%	1.06%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.68%	0.92%	0.64%	0.73%	0.62%	1.45%	0.19%	1.39%	0.22%	0.32%									
20	Явлинский Григорий Алексеевич	27	0	0	0	0	4	0	0	0	0	1	1	2	1	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	2	0	3	1	1	1	1	0	1	1	1	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.19%	0.35%	0.48%	0.22%	0.28%	0.00%	0.22%	0.00%	0.22%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.28%	0.00%	0.51%	0.23%	0.21%	0.18%	0.31%	0.00%	0.19%	0.20%	0.22%	0.00%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
