17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	Богданов Андрей Владимирович	288	17	15	15	11	16	15	18	20	0	0	24	8	14	12	4	2	5	3	0	0	0	1	0	6	1	0	0	18	26	1	2	1	9	2	6	0	1	2	3	1	2	4	2	1	0					
		0.80%	0.85%	1.25%	0.92%	0.85%	1.09%	1.06%	1.77%	1.40%	0.00%	0.00%	1.00%	0.56%	1.06%	0.89%	0.74%	0.66%	1.05%	0.95%	0.00%	0.00%	0.00%	0.44%	0.00%	1.31%	0.35%	0.00%	0.00%	1.47%	1.06%	0.25%	0.26%	0.18%	0.81%	0.33%	0.51%	0.00%	1.27%	0.40%	0.21%	0.35%	0.54%	0.71%	0.42%	0.28%	0.00%					
19	Жириновский Владимир Вольфович	3349	179	138	191	133	199	137	117	158	25	15	227	154	110	169	69	29	37	17	11	61	43	19	14	31	12	13	9	119	126	49	80	62	79	19	126	37	8	40	126	25	25	32	40	20	19					
		9.27%	8.91%	11.46%	11.74%	10.30%	13.50%	9.65%	11.49%	11.06%	8.50%	11.81%	9.46%	10.85%	8.29%	12.52%	12.83%	9.54%	7.76%	5.36%	8.59%	9.27%	5.38%	8.41%	5.88%	6.75%	4.24%	4.19%	8.91%	9.69%	5.13%	12.28%	10.44%	11.21%	7.09%	3.15%	10.62%	11.08%	10.13%	8.00%	8.86%	8.77%	6.81%	5.69%	8.33%	5.68%	8.84%					
20	Зюганов Геннадий Андреевич	8616	432	396	504	447	438	417	296	379	48	32	587	177	173	282	98	51	143	75	21	74	226	69	90	95	96	80	38	330	292	43	126	99	217	139	547	93	7	90	344	28	50	204	111	101	31					
		23.85%	21.49%	32.89%	30.98%	34.62%	29.72%	29.37%	29.08%	26.52%	16.33%	25.20%	24.47%	12.47%	13.04%	20.89%	18.22%	16.78%	29.98%	23.66%	16.41%	11.25%	28.29%	30.53%	37.82%	20.70%	33.92%	25.81%	37.62%	26.87%	11.88%	10.78%	16.45%	17.90%	19.48%	23.01%	46.12%	27.84%	8.86%	18.00%	24.19%	9.82%	13.62%	36.30%	23.13%	28.69%	14.42%					
21	Медведев Дмитрий Анатольевич	23096	1245	648	902	686	788	828	578	820	218	80	1527	1015	921	872	361	219	286	217	96	475	500	135	131	326	172	216	54	745	1968	306	553	387	773	433	504	200	63	367	948	228	290	320	303	229	163					
		63.92%	61.94%	53.82%	55.44%	53.14%	53.46%	58.31%	56.78%	57.38%	74.15%	62.99%	63.65%	71.53%	69.40%	64.59%	67.10%	72.04%	59.96%	68.45%	75.00%	72.19%	62.58%	59.73%	55.04%	71.02%	60.78%	69.68%	53.47%	60.67%	80.07%	76.69%	72.19%	69.98%	69.39%	71.69%	42.50%	59.88%	79.75%	73.40%	66.67%	80.00%	79.02%	56.94%	63.13%	65.06%	75.81%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
