Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Заполярная																																																			
																																																			
Сводная таблица предварительных итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40									
1	"Число избирателей, включенных в список избирателей"	21972	268	45	82	1090	336	72	552	75	526	114	109	50	37	477	130	327	430	67	87	187	41	179	103	310	451	177	87	1293	632	142	364	449	527	502	445	1775	1814	2879	2377	2364									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18688	175	40	70	940	350	55	480	65	440	95	100	50	30	400	115	270	365	60	80	155	35	155	90	275	380	150	75	950	540	125	310	410	450	435	385	1582	1448	2573	1940	2045									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	6116	7	0	0	57	47	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	9	0	0	188	31	0	0	40	0	9	0	1077	548	1915	920	1244									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8218	168	31	57	508	139	46	290	45	304	66	48	17	15	242	58	185	191	27	48	77	23	89	44	165	296	76	37	542	313	75	157	252	275	221	262	353	662	509	718	587									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	280	0	0	0	19	5	4	23	0	12	0	0	0	0	4	0	9	10	0	2	0	0	0	10	0	5	1	0	31	12	0	2	19	10	6	15	4	5	6	63	3									
6	Число погашенных избирательных бюллетеней	4074	0	9	13	356	159	5	155	20	124	29	52	33	15	146	57	76	164	33	30	78	12	62	36	110	70	73	38	189	184	50	151	99	165	199	108	148	233	143	239	211									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6396	7	0	0	76	52	4	35	0	12	0	0	0	0	12	0	9	10	0	2	0	0	4	10	0	14	1	0	219	43	0	2	59	10	15	15	1081	553	1921	983	1247									
