		0.66%	0.00%	1.08%	0.26%	0.00%	0.00%	0.22%	0.80%	0.61%	0.48%	0.00%	0.00%	0.13%	0.91%	1.32%	0.00%	1.40%	0.00%	0.42%	1.11%	0.90%	0.80%	0.93%	0.86%	2.92%	0.89%	0.35%	1.37%	0.00%	0.29%	1.85%	0.95%	0.57%	0.35%	0.81%	0.00%	1.14%	1.15%	0.88%	0.52%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	1221	15	28	26	11	30	24	40	73	37	8	8	30	24	41	36	13	7	12	44	36	57	23	61	23	86	20	25	9	23	15	46	56	28	6	10	46	19	48	16	33	28					
		9.12%	8.43%	15.05%	6.68%	8.46%	8.38%	5.19%	10.64%	11.18%	8.85%	6.50%	6.35%	4.01%	10.96%	9.03%	9.73%	4.55%	5.65%	2.51%	12.22%	10.84%	15.12%	10.75%	10.52%	13.45%	7.62%	6.99%	8.59%	7.50%	6.73%	6.94%	14.51%	16.00%	9.89%	4.88%	10.00%	10.45%	10.92%	14.12%	8.25%	11.26%	9.96%					
20	Зюганов Геннадий Андреевич	1565	17	8	28	16	34	25	59	59	38	3	25	31	24	40	15	41	6	10	102	49	54	11	73	25	118	50	60	8	46	23	51	76	43	13	21	44	11	51	11	74	72					
		11.69%	9.55%	4.30%	7.20%	12.31%	9.50%	5.41%	15.69%	9.04%	9.09%	2.44%	19.84%	4.14%	10.96%	8.81%	4.05%	14.34%	4.84%	2.09%	28.33%	14.76%	14.32%	5.14%	12.59%	14.62%	10.46%	17.48%	20.62%	6.67%	13.45%	10.65%	16.09%	21.71%	15.19%	10.57%	21.00%	10.00%	6.32%	15.00%	5.67%	25.26%	25.62%					
21	Медведев Дмитрий Анатольевич	10457	146	148	331	103	294	410	273	515	338	111	93	685	168	367	319	225	111	455	207	243	262	176	439	116	910	212	201	103	272	172	216	215	207	102	69	342	142	226	166	186	181					
		78.09%	82.02%	79.57%	85.09%	79.23%	82.12%	88.74%	72.61%	78.87%	80.86%	90.24%	73.81%	91.58%	76.71%	80.84%	86.22%	78.67%	89.52%	94.99%	57.50%	73.19%	69.50%	82.24%	75.69%	67.84%	80.67%	74.13%	69.07%	85.83%	79.53%	79.63%	68.14%	61.43%	73.14%	82.93%	69.00%	77.73%	81.61%	66.47%	85.57%	63.48%	64.41%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
