15	Число открепительных удостоверений, выданных избирателям ТИК	22	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	1	4	3	0	0	2	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																					
19	Жириновский Владимир Вольфович	320	8	1	4	4	0	2	3	1	1	5	0	2	15	1	4	4	5	7	4	12	3	0	2	6	1	16	13	29	13	17	23	12	5	1	3	9	0	4	1	4	1	2	7	3	4	4	3	13	8	4	2	5	3	3	6	1	4	2									
		0.99%	2.67%	0.20%	1.52%	1.75%	0.00%	0.39%	0.80%	0.78%	0.61%	5.21%	0.00%	0.38%	1.86%	0.36%	0.69%	1.06%	0.50%	1.06%	0.60%	1.27%	0.67%	0.00%	1.87%	1.20%	0.24%	0.98%	1.87%	1.83%	0.88%	1.40%	1.95%	0.84%	0.39%	0.12%	0.70%	1.11%	0.00%	1.19%	0.29%	0.54%	0.26%	0.60%	2.79%	0.62%	1.08%	2.45%	1.90%	0.92%	1.37%	1.01%	0.59%	1.60%	0.99%	1.16%	1.11%	0.93%	0.43%	0.50%									
20	Зюганов Геннадий Андреевич	745	32	15	8	10	7	17	20	9	6	1	3	7	10	2	6	7	9	19	6	21	11	5	2	30	9	22	14	37	51	29	31	30	12	7	11	4	2	8	4	19	10	4	3	19	11	5	10	41	5	11	6	6	3	6	15	3	24	10									
		2.30%	10.67%	3.02%	3.04%	4.37%	2.65%	3.33%	5.33%	6.98%	3.64%	1.04%	3.41%	1.33%	1.24%	0.72%	1.04%	1.85%	0.89%	2.88%	0.89%	2.22%	2.46%	3.27%	1.87%	6.00%	2.12%	1.35%	2.01%	2.33%	3.44%	2.39%	2.63%	2.11%	0.93%	0.86%	2.56%	0.49%	0.77%	2.38%	1.18%	2.57%	2.58%	1.19%	1.20%	3.90%	2.97%	3.07%	6.33%	2.91%	0.85%	2.78%	1.77%	1.92%	0.99%	2.32%	2.78%	2.80%	2.56%	2.48%									
21	Миронов Сергей Михайлович	216	0	2	2	1	2	2	2	0	2	0	0	2	5	0	4	2	6	2	2	4	2	0	1	4	0	13	5	21	12	8	8	27	7	6	0	4	1	2	1	6	4	3	0	1	2	1	0	8	2	1	2	3	3	0	3	1	12	2									
		0.67%	0.00%	0.40%	0.76%	0.44%	0.76%	0.39%	0.53%	0.00%	1.21%	0.00%	0.00%	0.38%	0.62%	0.00%	0.69%	0.53%	0.59%	0.30%	0.30%	0.42%	0.45%	0.00%	0.93%	0.80%	0.00%	0.80%	0.72%	1.32%	0.81%	0.66%	0.68%	1.90%	0.54%	0.74%	0.00%	0.49%	0.38%	0.60%	0.29%	0.81%	1.03%	0.89%	0.00%	0.21%	0.54%	0.61%	0.00%	0.57%	0.34%	0.25%	0.59%	0.96%	0.99%	0.00%	0.56%	0.93%	1.28%	0.50%									
22	Прохоров Михаил Дмитриевич	222	6	6	1	1	2	5	3	2	1	0	1	0	8	0	3	2	0	3	3	7	6	2	2	2	1	20	4	7	19	6	8	11	9	1	6	2	0	2	1	2	4	4	3	3	3	2	1	9	6	2	1	2	2	3	2	1	7	2									
		0.69%	2.00%	1.21%	0.38%	0.44%	0.76%	0.98%	0.80%	1.55%	0.61%	0.00%	1.14%	0.00%	0.99%	0.00%	0.52%	0.53%	0.00%	0.45%	0.45%	0.74%	1.34%	1.31%	1.87%	0.40%	0.24%	1.23%	0.57%	0.44%	1.28%	0.50%	0.68%	0.77%	0.70%	0.12%	1.40%	0.25%	0.00%	0.60%	0.29%	0.27%	1.03%	1.19%	1.20%	0.62%	0.81%	1.23%	0.63%	0.64%	1.02%	0.51%	0.29%	0.64%	0.66%	1.16%	0.37%	0.93%	0.75%	0.50%									
23	Путин Владимир Владимирович	30790	243	470	247	213	253	485	347	117	154	89	84	517	766	272	562	363	989	628	656	901	423	146	100	458	413	1539	660	1491	1383	1152	1105	1339	1249	799	410	795	257	315	332	708	369	323	237	461	350	151	143	1332	565	378	328	296	291	247	510	101	890	388									
		95.11%	81.00%	94.57%	93.92%	93.01%	95.83%	94.91%	92.53%	90.70%	93.33%	92.71%	95.45%	97.92%	94.92%	98.19%	97.06%	96.03%	98.02%	95.15%	97.76%	95.14%	94.63%	95.42%	93.46%	91.60%	97.18%	94.71%	94.83%	94.07%	93.32%	95.05%	93.80%	94.03%	96.82%	98.16%	95.35%	97.67%	98.85%	93.75%	97.94%	95.68%	95.10%	96.13%	94.42%	94.66%	94.59%	92.64%	90.51%	94.60%	96.42%	95.45%	96.76%	94.87%	96.36%	95.37%	94.62%	94.39%	94.78%	96.04%									
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
