Выборы Президента Российской Федерации																																												
Дата голосования: 18.03.2018																																												
																																												
Наименование Избирательной комиссии:    район Тропарево-Никулино																																												
																																												
Сводная таблица итогов голосования																																												
																																												
	Число участковых избирательных комиссий	33																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	33																																										
																																												
		Сумма	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851									
1	"Число избирателей, включенных в список избирателей"	73341	2226	2026	2323	2032	2111	2429	2054	2022	2527	2232	2242	1832	2932	2258	1848	1764	2272	1916	2857	1379	2469	2202	1832	1684	1860	3531	2036	2341	2475	2629	2004	2494	2502									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	58700	1800	1500	1800	1800	2100	2000	1600	1500	2300	2200	1700	1400	2200	1700	1900	1800	2200	1600	2000	1100	1900	1700	1400	1300	1400	2400	1500	1700	1600	2000	1600	2000	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	41896	1324	1009	1332	1243	1313	1406	1082	1162	1443	1278	1284	1001	1629	1200	1029	1026	1333	1220	1590	737	1418	1235	997	961	1128	2201	1288	1296	1360	1403	1114	1485	1369									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1213	17	19	22	39	60	38	43	25	32	7	10	13	39	49	45	48	77	74	58	40	85	64	45	46	39	4	9	22	12	30	42	42	18									
6	Число погашенных избирательных бюллетеней	15580	459	472	446	518	727	555	474	313	825	915	406	383	532	448	824	726	790	306	352	323	397	401	358	293	233	195	202	382	228	567	444	473	613									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1205	17	19	22	39	60	38	41	25	32	7	9	13	39	49	45	48	77	74	58	40	81	64	45	46	39	4	9	22	12	30	41	42	18									
8	Число бюллетеней в стационарных ящиках для голосования	41699	1324	1009	1331	1243	1313	1368	1082	1162	1439	1277	1275	1001	1629	1200	1024	1026	1330	1218	1585	735	1319	1232	994	960	1127	2195	1288	1294	1359	1401	1110	1481	1368									
9	Число недействительных избирательных бюллетеней	690	13	9	19	23	18	18	14	9	17	27	35	13	26	11	18	15	65	10	24	14	19	23	12	25	15	25	9	23	22	39	16	38	26									
10	Число действительных избирательных бюллетеней	42214	1328	1019	1334	1259	1355	1388	1109	1178	1454	1257	1249	1001	1642	1238	1051	1059	1342	1282	1619	761	1381	1273	1027	981	1151	2174	1288	1293	1349	1392	1135	1485	1360									
11	Число утраченных избирательных бюллетеней	11	0	0	0	0	0	1	1	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
13	Бабурин Сергей Николаевич	437	13	8	8	6	20	16	8	15	16	19	11	10	10	9	8	12	20	17	13	14	15	12	14	20	11	17	20	10	7	12	13	10	23									
		1.02%	0.97%	0.78%	0.59%	0.47%	1.46%	1.14%	0.71%	1.26%	1.09%	1.48%	0.86%	0.99%	0.60%	0.72%	0.75%	1.12%	1.42%	1.32%	0.79%	1.81%	1.07%	0.93%	1.35%	1.99%	0.94%	0.77%	1.54%	0.76%	0.51%	0.84%	1.13%	0.66%	1.66%									
14	Грудинин Павел Николаевич	6037	193	152	195	183	199	161	169	152	207	180	183	131	251	155	158	155	204	191	224	94	193	171	151	159	148	281	190	214	222	212	147	212	200									
