		7.30%	8.56%	7.65%	8.99%	9.50%	6.34%	12.73%	9.20%	6.64%	7.47%	6.30%	8.95%	11.74%	9.89%	5.81%	8.64%	8.36%	7.36%	6.65%	7.35%	4.93%	5.52%	6.36%	9.27%	5.19%	9.41%	10.23%	9.56%	6.85%	4.82%	15.39%	5.23%	10.45%	0.95%	6.69%	6.33%	11.49%	9.26%	7.45%	6.65%	8.55%	11.23%	2.74%	0.98%	3.74%	5.64%	3.19%					
20	Зюганов Геннадий Андреевич	17779	373	192	393	77	325	78	347	283	563	489	580	387	534	629	379	449	377	460	351	551	306	464	432	302	419	405	604	523	216	198	325	554	147	415	239	497	424	184	639	423	330	376	447	328	286	479					
		23.16%	28.00%	25.33%	26.97%	22.85%	21.24%	20.69%	33.59%	20.66%	24.17%	23.89%	31.08%	23.67%	28.69%	29.70%	17.51%	23.92%	21.52%	22.66%	19.54%	31.25%	16.41%	23.42%	28.59%	19.11%	29.63%	26.73%	31.39%	27.98%	12.70%	12.24%	16.50%	29.69%	12.74%	25.48%	30.88%	21.88%	19.43%	22.12%	28.89%	26.40%	25.56%	18.07%	19.99%	15.32%	13.80%	23.54%					
21	Медведев Дмитрий Анатольевич	51452	798	501	871	219	1071	236	558	988	1568	1391	1050	995	1076	1327	1549	1238	1191	1361	1302	1099	1418	1340	903	1175	814	890	1061	1174	1380	1145	1494	1045	991	1063	453	1384	1486	559	1349	987	778	1612	1752	1700	1631	1479					
		67.03%	59.91%	66.09%	59.78%	64.99%	70.00%	62.60%	54.02%	72.12%	67.33%	67.95%	56.27%	60.86%	57.82%	62.65%	71.55%	65.96%	67.98%	67.04%	72.49%	62.34%	76.03%	67.64%	59.76%	74.37%	57.57%	58.75%	55.15%	62.81%	81.13%	70.77%	75.84%	56.00%	85.88%	65.25%	58.53%	60.92%	68.10%	67.19%	60.99%	61.61%	60.26%	77.46%	78.35%	79.40%	78.68%	72.68%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
