Выборы Президента Российской Федерации																																																			
Дата голосования: 18.03.2018																																																			
																																																			
Наименование Избирательной комиссии:    Кагальницкая																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																																	
																																																			
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773									
1	"Число избирателей, включенных в список избирателей"	24514	426	977	184	762	1507	1208	947	580	711	444	194	583	554	167	205	626	968	749	144	968	1038	1120	246	209	1747	192	108	971	1434	731	1034	634	199	580	39	376	116	642	100	94									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23155	400	900	170	750	1300	1100	900	550	700	450	180	550	550	170	190	600	1000	700	145	950	1000	1000	220	200	1600	180	105	950	1300	700	1000	600	190	550	40	350	120	600	95	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15386	251	538	115	573	859	714	580	289	416	321	139	396	475	156	146	388	535	466	107	560	553	603	175	166	1068	170	92	555	893	519	588	411	138	413	29	292	99	453	78	67									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1308	34	95	19	39	70	39	93	29	44	14	8	42	31	6	27	43	47	43	9	47	79	53	12	13	34	8	7	32	36	24	40	8	19	42	8	25	11	60	2	16									
6	Число погашенных избирательных бюллетеней	6461	115	267	36	138	371	347	227	232	240	115	33	112	44	8	17	169	418	191	29	343	368	344	33	21	498	2	6	363	371	157	372	181	33	95	3	33	10	87	15	17									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1308	34	95	19	39	70	39	93	29	44	14	8	42	31	6	27	43	47	43	9	47	79	53	12	13	34	8	7	32	36	24	40	8	19	42	8	25	11	60	2	16									
