17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	Богданов Андрей Владимирович	334	21	19	20	14	31	15	17	16	15	1	4	11	8	4	17	11	8	0	1	6	13	6	3	8	4	5	3	1	1	1	3	0	0	0	3	0	4	5	0	0	3	1	4	2	5	3	3	4	10					
		0.90%	1.29%	1.43%	0.99%	0.94%	1.50%	0.74%	1.16%	1.38%	1.24%	0.16%	0.86%	0.88%	0.67%	0.81%	1.39%	0.95%	1.08%	0.00%	0.12%	1.76%	1.23%	0.80%	2.13%	1.41%	0.31%	0.66%	0.64%	0.56%	0.23%	0.38%	0.63%	0.00%	0.00%	0.00%	1.39%	0.00%	0.46%	0.41%	0.00%	0.00%	0.71%	0.38%	0.96%	0.99%	0.84%	1.74%	0.32%	0.85%	0.91%					
19	Жириновский Владимир Вольфович	2639	130	95	145	73	113	163	86	67	109	37	34	95	74	47	88	101	41	15	65	20	77	27	10	32	83	25	32	15	17	23	42	10	5	13	10	19	97	115	23	12	30	16	21	11	48	9	87	39	93					
		7.09%	7.99%	7.14%	7.21%	4.89%	5.46%	8.04%	5.87%	5.76%	9.01%	5.74%	7.28%	7.58%	6.17%	9.49%	7.17%	8.71%	5.54%	7.85%	7.80%	5.87%	7.28%	3.59%	7.09%	5.64%	6.46%	3.28%	6.85%	8.47%	3.84%	8.65%	8.88%	4.85%	4.27%	9.92%	4.63%	18.27%	11.21%	9.51%	6.44%	14.12%	7.08%	6.11%	5.04%	5.42%	8.08%	5.23%	9.21%	8.25%	8.47%					
20	Зюганов Геннадий Андреевич	6875	458	265	515	357	366	399	140	225	235	112	70	258	175	90	262	223	111	38	66	72	211	63	22	123	197	132	77	21	93	72	108	26	15	26	40	17	182	176	84	15	59	32	69	31	95	48	159	73	172					
		18.47%	28.15%	19.92%	25.61%	23.91%	17.67%	19.67%	9.56%	19.35%	19.42%	17.36%	14.99%	20.59%	14.60%	18.18%	21.35%	19.22%	15.00%	19.90%	7.92%	21.11%	19.94%	8.38%	15.60%	21.69%	15.34%	17.32%	16.49%	11.86%	20.99%	27.07%	22.83%	12.62%	12.82%	19.85%	18.52%	16.35%	21.04%	14.56%	23.53%	17.65%	13.92%	12.21%	16.55%	15.27%	15.99%	27.91%	16.83%	15.43%	15.66%					
21	Медведев Дмитрий Анатольевич	26632	1005	932	1303	940	1375	1428	1207	840	813	490	357	863	933	349	837	810	570	137	699	235	747	613	106	400	974	591	354	140	325	169	318	170	97	90	156	68	568	903	250	58	327	212	319	158	441	111	682	351	811					
		71.56%	61.77%	70.08%	64.79%	62.96%	66.39%	70.41%	82.39%	72.23%	67.19%	75.97%	76.45%	68.87%	77.81%	70.51%	68.22%	69.83%	77.03%	71.73%	83.91%	68.91%	70.60%	81.52%	75.18%	70.55%	75.86%	77.56%	75.80%	79.10%	73.36%	63.53%	67.23%	82.52%	82.91%	68.70%	72.22%	65.38%	65.66%	74.69%	70.03%	68.24%	77.12%	80.92%	76.50%	77.83%	74.24%	64.53%	72.17%	74.21%	73.86%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
