		0.94%	1.16%	1.16%	0.47%	1.81%	0.70%	1.22%	0.55%	2.25%	1.59%	0.23%	0.29%	1.69%	0.79%	0.88%	0.35%	1.47%	1.52%	0.10%	1.56%	1.09%	0.80%	1.16%	2.15%	0.00%	1.94%	0.20%	1.89%	0.00%	0.54%	1.20%	0.87%	0.52%	1.69%	1.12%	0.46%	0.61%	0.85%	0.80%	0.00%	1.71%	0.00%	1.56%	1.96%	1.28%	0.00%	0.70%	0.54%	0.48%	0.36%	0.42%	0.88%	0.00%	2.51%	2.38%	0.77%					
19	Жириновский Владимир Вольфович	1842	68	68	73	78	86	77	50	8	27	29	16	19	52	31	45	38	22	89	11	46	71	50	36	12	27	24	46	16	75	28	36	16	29	32	23	0	15	30	9	29	8	24	19	25	10	10	7	34	20	45	39	12	25	6	21					
		8.46%	7.19%	8.77%	8.63%	8.83%	10.01%	8.52%	6.91%	4.49%	10.71%	6.79%	4.64%	6.44%	13.65%	9.14%	7.98%	9.34%	11.17%	8.95%	5.73%	10.04%	11.36%	14.45%	5.54%	3.80%	8.71%	4.71%	12.43%	16.49%	13.56%	16.87%	10.40%	8.25%	8.17%	11.94%	5.26%	0.00%	6.38%	4.78%	5.81%	16.57%	7.27%	7.50%	9.31%	6.39%	9.09%	6.99%	3.76%	16.43%	7.19%	6.28%	8.63%	9.84%	12.56%	7.14%	5.36%					
20	Зюганов Геннадий Андреевич	5087	287	230	243	260	254	238	134	37	60	103	56	53	70	84	165	108	47	188	52	96	102	66	148	91	49	136	86	18	100	48	68	21	58	59	77	23	76	171	47	42	21	46	42	108	21	40	35	54	53	141	121	13	50	27	64					
		23.36%	30.34%	29.68%	28.72%	29.45%	29.57%	26.33%	18.51%	20.79%	23.81%	24.12%	16.23%	17.97%	18.37%	24.78%	29.26%	26.54%	23.86%	18.91%	27.08%	20.96%	16.32%	19.08%	22.77%	28.80%	15.81%	26.67%	23.24%	18.56%	18.08%	28.92%	19.65%	10.82%	16.34%	22.01%	17.62%	14.02%	32.34%	27.23%	30.32%	24.00%	19.09%	14.38%	20.59%	27.62%	19.09%	27.97%	18.82%	26.09%	19.06%	19.69%	26.77%	10.66%	25.13%	32.14%	16.33%					
21	Медведев Дмитрий Анатольевич	14395	561	453	515	512	495	567	529	125	159	290	271	215	256	213	347	252	118	706	126	307	443	223	450	213	215	345	228	63	371	87	233	156	259	171	327	140	140	408	97	101	81	243	139	249	79	91	141	118	195	520	285	97	119	49	302					
		66.09%	59.30%	58.45%	60.87%	57.98%	57.63%	62.72%	73.07%	70.22%	63.10%	67.92%	78.55%	72.88%	67.19%	62.83%	61.52%	61.92%	59.90%	71.03%	65.63%	67.03%	70.88%	64.45%	69.23%	67.41%	69.35%	67.65%	61.62%	64.95%	67.09%	52.41%	67.34%	80.41%	72.96%	63.81%	74.83%	85.37%	59.57%	64.97%	62.58%	57.71%	73.64%	75.94%	68.14%	63.68%	71.82%	63.64%	75.81%	57.00%	70.14%	72.63%	63.05%	79.51%	59.80%	58.33%	77.04%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
