13	Бабурин Сергей Николаевич	473	6	4	8	7	6	7	4	6	5	4	7	3	3	6	6	1	4	6	1	8	7	4	2	3	2	5	3	3	2	13	2	6	7	6	2	1	1	5	7	5	0	4	2	1	4	6	4	4	0	3	4	1	2	5	9	2	1	8	0	1	9	4	5	6	4	6	2	1	0	5	8	1	1	4	2	2	7	1	3	3	4	8	2	6	5	4	3	3	1	2	8	4	2	5	9	3	3	6	3	3	2	1	5	1	12	10	5	4	10	8	4	2	2									
		0.69%	0.80%	0.54%	1.04%	0.87%	0.86%	0.95%	0.55%	0.94%	0.68%	0.60%	1.15%	0.44%	0.76%	0.76%	0.76%	0.55%	0.62%	1.09%	0.16%	1.07%	0.81%	0.57%	0.26%	0.44%	0.28%	0.66%	0.56%	0.46%	0.28%	2.04%	0.26%	0.76%	1.06%	1.02%	0.34%	0.30%	0.16%	0.95%	1.06%	0.73%	0.00%	0.65%	0.32%	0.18%	0.97%	0.90%	0.93%	0.74%	0.00%	0.99%	0.46%	0.60%	0.33%	0.67%	1.22%	0.68%	0.34%	1.19%	0.00%	0.71%	1.13%	0.99%	0.42%	0.79%	0.46%	0.62%	0.31%	0.59%	0.00%	1.12%	1.50%	0.17%	0.27%	0.43%	0.39%	1.61%	0.86%	0.16%	0.35%	0.35%	1.06%	1.30%	0.32%	1.24%	0.95%	0.80%	0.60%	0.59%	0.28%	0.28%	1.12%	0.49%	0.37%	0.87%	1.48%	1.04%	0.39%	0.92%	0.62%	0.93%	0.60%	0.24%	0.84%	0.17%	1.67%	1.23%	0.67%	0.83%	1.08%	0.91%	0.60%	0.42%	0.34%									
14	Грудинин Павел Николаевич	9741	103	113	137	119	108	123	123	90	102	101	87	97	78	144	113	13	116	85	64	126	157	91	110	102	127	125	68	88	115	69	86	99	82	86	78	54	61	84	93	88	14	70	102	63	57	78	55	67	95	54	121	20	82	88	77	38	32	81	32	16	151	71	166	102	134	107	73	17	52	65	89	91	66	175	121	16	67	66	131	116	56	91	80	71	76	72	87	73	56	123	94	111	91	83	80	32	93	84	62	27	51	43	70	73	86	109	127	57	162	119	98	115	66									
		14.30%	13.75%	15.13%	17.86%	14.76%	15.43%	16.64%	16.97%	14.08%	13.92%	15.07%	14.24%	14.20%	19.75%	18.18%	14.30%	7.10%	18.04%	15.43%	10.17%	16.78%	18.21%	12.98%	14.44%	15.09%	17.59%	16.53%	12.59%	13.56%	16.34%	10.85%	11.33%	12.60%	12.42%	14.65%	13.22%	16.46%	9.93%	15.91%	14.05%	12.92%	9.72%	11.40%	16.37%	11.27%	13.87%	11.68%	12.82%	12.36%	14.82%	17.76%	14.05%	11.90%	13.67%	11.78%	10.48%	12.88%	11.03%	12.02%	9.67%	11.43%	18.97%	17.66%	13.89%	13.40%	15.38%	11.10%	11.50%	10.00%	22.71%	14.51%	16.67%	15.17%	17.74%	18.66%	23.59%	12.90%	8.20%	10.75%	15.48%	13.70%	14.78%	14.80%	12.62%	14.64%	14.48%	14.37%	17.51%	14.43%	15.60%	17.50%	13.18%	13.64%	16.79%	14.46%	13.11%	11.07%	12.16%	12.90%	12.76%	8.39%	15.41%	10.49%	11.73%	12.46%	11.96%	13.46%	17.05%	11.78%	17.57%	13.58%	14.63%	23.91%	11.38%									
15	Жириновский Владимир Вольфович	4522	37	40	66	69	48	44	54	42	56	42	38	35	23	39	48	14	51	46	49	47	38	46	46	43	55	46	41	40	65	44	57	59	30	38	39	20	53	34	37	47	19	40	37	46	25	50	32	40	18	25	68	18	22	62	45	27	19	42	22	10	55	22	54	58	51	67	37	13	11	25	45	37	32	53	24	7	44	43	64	68	15	38	54	34	38	31	41	37	22	42	50	59	46	39	42	19	48	49	30	20	22	35	36	24	41	48	50	33	44	53	61	35	43									
		6.64%	4.94%	5.35%	8.60%	8.56%	6.86%	5.95%	7.45%	6.57%	7.64%	6.27%	6.22%	5.12%	5.82%	4.92%	6.08%	7.65%	7.93%	8.35%	7.79%	6.26%	4.41%	6.56%	6.04%	6.36%	7.62%	6.08%	7.59%	6.16%	9.23%	6.92%	7.51%	7.51%	4.55%	6.47%	6.61%	6.10%	8.63%	6.44%	5.59%	6.90%	13.19%	6.51%	5.94%	8.23%	6.08%	7.49%	7.46%	7.38%	2.81%	8.22%	7.90%	10.71%	3.67%	8.30%	6.12%	9.15%	6.55%	6.23%	6.65%	7.14%	6.91%	5.47%	4.52%	7.62%	5.86%	6.95%	5.83%	7.65%	4.80%	5.58%	8.43%	6.17%	8.60%	5.65%	4.68%	5.65%	5.39%	7.00%	7.57%	8.03%	3.96%	6.18%	8.52%	7.01%	7.24%	6.19%	8.25%	7.31%	6.13%	5.97%	7.01%	7.25%	8.49%	6.79%	6.89%	6.57%	6.27%	7.53%	6.17%	6.21%	6.65%	8.54%	6.03%	4.10%	5.70%	5.93%	6.71%	6.82%	4.77%	6.05%	9.10%	7.28%	7.41%									
16	Путин Владимир Владимирович	50154	573	566	523	578	504	529	511	467	528	491	454	512	274	559	590	146	429	381	494	520	593	516	560	490	511	541	408	491	489	479	583	595	507	421	449	236	474	380	501	497	107	462	454	420	303	502	325	415	503	213	628	125	464	562	567	218	228	507	258	112	550	283	887	555	630	729	507	133	161	341	368	443	261	674	355	95	646	471	605	637	294	443	469	349	378	371	342	369	269	490	531	580	381	416	448	225	585	490	372	255	241	308	452	468	554	601	518	352	651	661	483	315	439									
		73.61%	76.50%	75.77%	68.19%	71.71%	72.00%	71.58%	70.48%	73.08%	72.03%	73.28%	74.30%	74.96%	69.37%	70.58%	74.68%	79.78%	66.72%	69.15%	78.54%	69.24%	68.79%	73.61%	73.49%	72.49%	70.78%	71.56%	75.56%	75.65%	69.46%	75.31%	76.81%	75.70%	76.82%	71.72%	76.10%	71.95%	77.20%	71.97%	75.68%	72.98%	74.31%	75.24%	72.87%	75.13%	73.72%	75.15%	75.76%	76.57%	78.47%	70.07%	72.94%	74.40%	77.33%	75.23%	77.14%	73.90%	78.62%	75.22%	77.95%	80.00%	69.10%	70.40%	74.23%	72.93%	72.33%	75.62%	79.84%	78.24%	70.31%	76.12%	68.91%	73.83%	70.16%	71.86%	69.20%	76.61%	79.07%	76.71%	71.51%	75.21%	77.57%	72.03%	73.97%	71.96%	72.00%	74.05%	68.81%	72.92%	74.93%	69.70%	74.47%	71.25%	70.30%	72.47%	73.44%	77.85%	76.47%	75.27%	76.54%	79.19%	72.81%	75.12%	75.71%	79.86%	77.05%	74.20%	69.53%	72.73%	70.61%	75.46%	72.09%	65.49%	75.69%									
17	Собчак Ксения Анатольевна	972	13	5	8	7	10	8	10	18	10	4	8	17	9	17	8	1	13	13	7	22	29	18	8	18	6	14	9	6	10	7	9	6	14	8	12	7	4	5	9	13	2	7	6	8	5	9	3	3	8	5	8	0	9	10	8	2	2	4	3	0	5	7	34	9	13	20	3	2	3	2	6	5	3	4	2	1	19	11	14	4	6	10	12	5	11	5	8	6	8	20	12	15	8	9	9	4	12	4	6	5	6	5	14	0	2	14	10	13	13	11	4	3	13									
		1.43%	1.74%	0.67%	1.04%	0.87%	1.43%	1.08%	1.38%	2.82%	1.36%	0.60%	1.31%	2.49%	2.28%	2.15%	1.01%	0.55%	2.02%	2.36%	1.11%	2.93%	3.36%	2.57%	1.05%	2.66%	0.83%	1.85%	1.67%	0.92%	1.42%	1.10%	1.19%	0.76%	2.12%	1.36%	2.03%	2.13%	0.65%	0.95%	1.36%	1.91%	1.39%	1.14%	0.96%	1.43%	1.22%	1.35%	0.70%	0.55%	1.25%	1.64%	0.93%	0.00%	1.50%	1.34%	1.09%	0.68%	0.69%	0.59%	0.91%	0.00%	0.63%	1.74%	2.85%	1.18%	1.49%	2.07%	0.47%	1.18%	1.31%	0.45%	1.12%	0.83%	0.81%	0.43%	0.39%	0.81%	2.33%	1.79%	1.65%	0.47%	1.58%	1.63%	1.89%	1.03%	2.10%	0.99%	1.61%	1.19%	2.23%	2.84%	1.68%	1.84%	1.48%	1.57%	1.48%	1.38%	1.57%	0.61%	1.23%	1.55%	1.81%	1.22%	2.35%	0.00%	0.28%	1.73%	1.34%	2.69%	1.41%	1.26%	0.60%	0.62%	2.24%									
18	Сурайкин Максим Александрович	428	2	5	4	4	8	7	2	4	5	1	2	3	2	2	2	1	6	4	4	4	6	5	8	2	6	6	2	1	5	3	3	3	3	7	3	1	3	1	5	4	0	1	7	5	1	3	2	4	3	0	6	1	4	5	5	1	0	5	4	1	6	1	13	7	5	3	3	3	1	1	6	7	5	3	4	1	6	4	7	6	1	6	5	2	5	2	4	3	0	4	3	5	3	3	7	2	9	3	3	0	3	2	2	6	7	4	6	4	10	4	5	4	2									
		0.63%	0.27%	0.67%	0.52%	0.50%	1.14%	0.95%	0.28%	0.63%	0.68%	0.15%	0.33%	0.44%	0.51%	0.25%	0.25%	0.55%	0.93%	0.73%	0.64%	0.53%	0.70%	0.71%	1.05%	0.30%	0.83%	0.79%	0.37%	0.15%	0.71%	0.47%	0.40%	0.38%	0.45%	1.19%	0.51%	0.30%	0.49%	0.19%	0.76%	0.59%	0.00%	0.16%	1.12%	0.89%	0.24%	0.45%	0.47%	0.74%	0.47%	0.00%	0.70%	0.60%	0.67%	0.67%	0.68%	0.34%	0.00%	0.74%	1.21%	0.71%	0.75%	0.25%	1.09%	0.92%	0.57%	0.31%	0.47%	1.76%	0.44%	0.22%	1.12%	1.17%	1.34%	0.32%	0.78%	0.81%	0.73%	0.65%	0.83%	0.71%	0.26%	0.98%	0.79%	0.41%	0.95%	0.40%	0.80%	0.59%	0.00%	0.57%	0.42%	0.61%	0.55%	0.52%	1.15%	0.69%	1.18%	0.46%	0.62%	0.00%	0.91%	0.49%	0.34%	1.02%	0.97%	0.49%	0.81%	0.83%	1.08%	0.46%	0.75%	0.83%	0.34%									
19	Титов Борис Юрьевич	490	4	5	6	3	6	3	3	4	5	7	4	4	2	6	4	0	7	4	6	4	14	5	12	5	4	5	1	4	6	5	5	5	4	7	2	2	6	2	5	5	0	10	6	2	1	4	1	4	3	0	8	2	1	1	3	2	6	5	4	0	4	2	13	8	4	6	2	0	1	2	3	6	1	4	0	0	8	7	6	3	1	4	6	6	4	4	2	8	0	4	5	7	5	8	4	0	5	1	1	3	2	5	8	5	7	13	12	5	9	5	3	0	4									
		0.72%	0.53%	0.67%	0.78%	0.37%	0.86%	0.41%	0.41%	0.63%	0.68%	1.04%	0.65%	0.59%	0.51%	0.76%	0.51%	0.00%	1.09%	0.73%	0.95%	0.53%	1.62%	0.71%	1.57%	0.74%	0.55%	0.66%	0.19%	0.62%	0.85%	0.79%	0.66%	0.64%	0.61%	1.19%	0.34%	0.61%	0.98%	0.38%	0.76%	0.73%	0.00%	1.63%	0.96%	0.36%	0.24%	0.60%	0.23%	0.74%	0.47%	0.00%	0.93%	1.19%	0.17%	0.13%	0.41%	0.68%	2.07%	0.74%	1.21%	0.00%	0.50%	0.50%	1.09%	1.05%	0.46%	0.62%	0.31%	0.00%	0.44%	0.45%	0.56%	1.00%	0.27%	0.43%	0.00%	0.00%	0.98%	1.14%	0.71%	0.35%	0.26%	0.65%	0.95%	1.24%	0.76%	0.80%	0.40%	1.58%	0.00%	0.57%	0.70%	0.86%	0.92%	1.39%	0.66%	0.00%	0.65%	0.15%	0.21%	0.93%	0.60%	1.22%	1.34%	0.85%	0.97%	1.60%	1.61%	1.03%	0.98%	0.57%	0.45%	0.00%	0.69%									
20	Явлинский Григорий Алексеевич	548	6	4	8	8	3	9	10	2	11	4	5	9	3	9	7	0	6	4	1	10	10	4	7	7	5	9	2	6	4	4	8	7	5	6	1	1	2	7	3	11	0	10	4	7	9	4	2	2	4	0	4	0	5	4	11	3	0	8	1	0	4	3	14	10	16	7	3	1	0	1	3	6	0	5	0	0	4	6	8	6	0	9	2	3	3	4	4	6	0	11	2	9	5	7	5	2	3	3	1	4	1	7	4	1	0	6	3	11	14	6	4	2	3									
		0.80%	0.80%	0.54%	1.04%	0.99%	0.43%	1.22%	1.38%	0.31%	1.50%	0.60%	0.82%	1.32%	0.76%	1.14%	0.89%	0.00%	0.93%	0.73%	0.16%	1.33%	1.16%	0.57%	0.92%	1.04%	0.69%	1.19%	0.37%	0.92%	0.57%	0.63%	1.05%	0.89%	0.76%	1.02%	0.17%	0.30%	0.33%	1.33%	0.45%	1.62%	0.00%	1.63%	0.64%	1.25%	2.19%	0.60%	0.47%	0.37%	0.62%	0.00%	0.46%	0.00%	0.83%	0.54%	1.50%	1.02%	0.00%	1.19%	0.30%	0.00%	0.50%	0.75%	1.17%	1.31%	1.84%	0.73%	0.47%	0.59%	0.00%	0.22%	0.56%	1.00%	0.00%	0.53%	0.00%	0.00%	0.49%	0.98%	0.95%	0.71%	0.00%	1.46%	0.32%	0.62%	0.57%	0.80%	0.80%	1.19%	0.00%	1.56%	0.28%	1.11%	0.92%	1.22%	0.82%	0.69%	0.39%	0.46%	0.21%	1.24%	0.30%	1.71%	0.67%	0.17%	0.00%	0.74%	0.40%	2.27%	1.52%	0.68%	0.60%	0.42%	0.52%									
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
																																																																																																																												
