14	Число неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	70	1	0	0	0	2	1	0	0	7	0	3	2	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	4	0	0	2	1	1	1	5	1	2	3	1	7	0	4	0	0	0	2	3	1	1	0	0	0	0	4	3	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																					
19	Жириновский Владимир Вольфович	2664	65	2	78	34	19	15	1	62	48	20	116	90	59	31	51	8	9	0	32	31	38	3	1	14	24	9	8	57	9	70	63	18	39	34	28	81	48	72	33	66	56	85	49	61	50	115	157	40	62	35	5	99	41	124	35	68	80	16									
		7.38%	5.96%	0.96%	7.32%	6.16%	4.59%	8.20%	1.01%	5.79%	6.23%	10.31%	6.04%	7.67%	10.97%	10.92%	8.35%	4.19%	4.23%	0.00%	7.02%	4.68%	6.50%	2.54%	0.66%	5.67%	7.02%	3.44%	4.15%	11.00%	6.52%	11.88%	8.59%	6.25%	8.26%	6.20%	7.76%	9.06%	6.91%	8.94%	5.01%	7.09%	8.93%	9.21%	13.46%	7.03%	8.88%	7.66%	10.03%	6.81%	9.90%	9.14%	3.65%	6.96%	11.17%	7.04%	3.70%	8.13%	7.41%	7.69%									
20	Зюганов Геннадий Андреевич	8805	379	108	271	140	78	36	27	286	178	21	490	345	138	76	184	60	36	23	102	174	153	23	30	48	83	44	36	115	34	136	167	64	143	110	71	220	177	185	187	226	128	164	67	205	119	342	299	166	208	99	35	403	50	378	185	195	293	65									
		24.40%	34.77%	51.67%	25.45%	25.36%	18.84%	19.67%	27.27%	26.70%	23.09%	10.82%	25.49%	29.41%	25.65%	26.76%	30.11%	31.41%	16.90%	22.12%	22.37%	26.28%	26.15%	19.49%	19.87%	19.43%	24.27%	16.79%	18.65%	22.20%	24.64%	23.09%	22.78%	22.22%	30.30%	20.07%	19.67%	24.61%	25.47%	22.98%	28.38%	24.27%	20.41%	17.77%	18.41%	23.62%	21.14%	22.78%	19.11%	28.28%	33.23%	25.85%	25.55%	28.34%	13.62%	21.47%	19.58%	23.33%	27.15%	31.25%									
21	Миронов Сергей Михайлович	1976	35	3	40	32	35	22	6	46	32	10	97	42	17	11	21	9	6	9	29	41	32	6	17	4	38	10	7	39	6	38	71	2	23	78	6	47	39	34	24	41	17	39	20	30	37	81	60	32	31	17	7	74	27	95	43	196	46	19									
		5.47%	3.21%	1.44%	3.76%	5.80%	8.45%	12.02%	6.06%	4.30%	4.15%	5.15%	5.05%	3.58%	3.16%	3.87%	3.44%	4.71%	2.82%	8.65%	6.36%	6.19%	5.47%	5.08%	11.26%	1.62%	11.11%	3.82%	3.63%	7.53%	4.35%	6.45%	9.69%	0.69%	4.87%	14.23%	1.66%	5.26%	5.61%	4.22%	3.64%	4.40%	2.71%	4.23%	5.49%	3.46%	6.57%	5.40%	3.83%	5.45%	4.95%	4.44%	5.11%	5.20%	7.36%	5.39%	4.55%	23.44%	4.26%	9.13%									
22	Прохоров Михаил Дмитриевич	2275	34	1	63	34	9	6	1	89	99	11	182	77	27	5	24	4	9	5	15	31	12	4	1	15	7	4	12	28	15	19	43	3	9	25	14	61	75	62	46	83	24	46	7	35	26	71	73	18	27	14	3	112	17	185	171	47	129	6									
		6.30%	3.12%	0.48%	5.92%	6.16%	2.17%	3.28%	1.01%	8.31%	12.84%	5.67%	9.47%	6.56%	5.02%	1.76%	3.93%	2.09%	4.23%	4.81%	3.29%	4.68%	2.05%	3.39%	0.66%	6.07%	2.05%	1.53%	6.22%	5.41%	10.87%	3.23%	5.87%	1.04%	1.91%	4.56%	3.88%	6.82%	10.79%	7.70%	6.98%	8.92%	3.83%	4.98%	1.92%	4.03%	4.62%	4.73%	4.66%	3.07%	4.31%	3.66%	2.19%	7.88%	4.63%	10.51%	18.10%	5.62%	11.96%	2.88%									
23	Путин Владимир Владимирович	20044	562	95	601	309	272	103	62	582	409	129	1014	606	293	159	324	108	153	66	275	382	347	82	101	164	186	194	130	277	74	324	385	200	256	291	238	480	352	447	360	506	397	580	218	527	325	871	961	327	296	215	87	714	227	959	498	318	524	102									
		55.53%	51.56%	45.45%	56.43%	55.98%	65.70%	56.28%	62.63%	54.34%	53.05%	66.49%	52.76%	51.66%	54.46%	55.99%	53.03%	56.54%	71.83%	63.46%	60.31%	57.70%	59.32%	69.49%	66.89%	66.40%	54.39%	74.05%	67.36%	53.47%	53.62%	55.01%	52.52%	69.44%	54.24%	53.10%	65.93%	53.69%	50.65%	55.53%	54.63%	54.35%	63.32%	62.84%	59.89%	60.71%	57.73%	58.03%	61.41%	55.71%	47.28%	56.14%	63.50%	50.21%	61.85%	54.46%	52.70%	38.04%	48.56%	49.04%									
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
