7	Число избирательных бюллетеней в переносных ящиках для голосования	3365	70	46	75	35	69	83	60	28	67	22	49	61	83	71	181	178	85	93	106	84	57	43	45	87	79	75	49	38	33	45	105	38	52	50	59	39	93	107	29	30	29	11	82	112	75	49	44	59	116	29	60	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	56180	1752	1344	1586	1281	800	759	768	821	859	947	873	987	1205	1698	948	887	1012	1153	1309	911	982	1057	956	890	918	814	846	995	929	1732	950	1117	706	866	744	1141	1294	1380	1950	1133	1584	918	728	946	1267	1624	956	1380	1092	916	705	250	514					
9	Число недействительных избирательных бюллетеней	703	16	4	25	13	11	10	17	16	0	0	18	7	14	0	5	0	11	0	13	9	15	10	0	10	89	6	10	34	22	9	8	7	19	4	0	47	9	14	11	0	15	8	0	5	23	21	0	86	0	10	12	0	10					
10	Число действительных избирательных бюллетеней	58842	1806	1386	1636	1303	858	832	811	833	926	969	904	1041	1274	1769	1124	1065	1086	1246	1402	986	1024	1090	1001	967	908	883	885	999	940	1768	1047	1148	739	912	803	1133	1378	1473	1968	1163	1598	921	810	1053	1319	1652	1000	1353	1208	935	753	250	504					
11	Число полученных открепительных  удостоверений	978	33	20	30	20	15	15	15	15	15	15	15	20	20	30	20	15	15	20	25	15	20	20	15	20	15	15	15	20	15	30	15	20	15	15	15	15	25	25	35	15	30	15	15	20	20	30	15	20	20	15	10	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	675	26	20	16	20	11	5	15	15	15	10	15	14	6	12	8	10	9	15	12	15	20	12	15	15	15	15	15	20	7	15	10	14	13	4	15	15	7	9	35	10	18	13	6	12	13	27	6	20	4	2	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	398	12	4	2	3	4	0	3	0	6	2	5	2	2	7	0	5	5	8	5	5	5	7	4	1	0	8	0	3	10	3	1	4	1	4	1	2	2	2	14	0	4	11	2	6	7	3	16	0	1	2	4	0	190					
14	Число неиспользованных открепительных удостоверений	303	7	0	14	0	4	10	0	0	0	5	0	6	14	18	12	5	6	5	13	0	0	8	0	5	0	0	0	0	8	15	5	6	2	11	0	0	18	16	0	5	12	2	9	8	7	3	9	0	16	13	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	22	1	0	1	0	0	0	1	0	1	1	1	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																												
18	Богданов Андрей Владимирович	645	20	23	17	11	9	7	0	0	3	7	16	13	24	2	19	9	19	17	19	15	10	10	7	25	12	8	2	26	17	10	17	15	13	8	16	4	20	25	36	10	14	12	12	13	6	6	5	5	5	9	8	2	7					
		1.08%	1.10%	1.65%	1.02%	0.84%	1.04%	0.83%	0.00%	0.00%	0.32%	0.72%	1.74%	1.24%	1.86%	0.11%	1.68%	0.85%	1.73%	1.36%	1.34%	1.51%	0.96%	0.91%	0.70%	2.56%	1.20%	0.90%	0.22%	2.52%	1.77%	0.56%	1.61%	1.30%	1.72%	0.87%	1.99%	0.34%	1.44%	1.68%	1.82%	0.86%	0.87%	1.29%	1.48%	1.23%	0.45%	0.36%	0.50%	0.35%	0.41%	0.95%	1.05%	0.80%	1.36%					
19	Жириновский Владимир Вольфович	3365	145	131	76	21	49	46	42	64	61	69	57	83	38	77	84	58	71	96	101	61	50	21	22	56	70	54	39	78	66	58	64	64	32	42	65	36	105	97	146	57	87	86	49	61	51	102	38	36	51	42	41	15	54					
		5.65%	7.96%	9.42%	4.58%	1.60%	5.64%	5.46%	5.07%	7.54%	6.59%	7.12%	6.18%	7.92%	2.95%	4.35%	7.44%	5.45%	6.47%	7.70%	7.14%	6.13%	4.81%	1.91%	2.20%	5.73%	7.02%	6.07%	4.36%	7.55%	6.86%	3.26%	6.07%	5.54%	4.22%	4.59%	8.09%	3.05%	7.57%	6.52%	7.38%	4.90%	5.39%	9.26%	6.05%	5.77%	3.80%	6.10%	3.80%	2.50%	4.22%	4.44%	5.36%	6.00%	10.51%					
20	Зюганов Геннадий Андреевич	8803	273	186	297	284	135	119	116	120	163	164	143	159	230	224	155	161	168	186	249	164	221	122	221	124	110	123	128	169	176	283	199	89	138	175	96	129	195	216	275	198	285	153	132	175	99	191	85	121	174	155	115	33	2					
		14.78%	14.98%	13.38%	17.88%	21.58%	15.54%	14.13%	14.01%	14.13%	17.60%	16.92%	15.51%	15.17%	17.86%	12.66%	13.73%	15.12%	15.31%	14.93%	17.60%	16.48%	21.27%	11.09%	22.08%	12.69%	11.03%	13.84%	14.30%	16.36%	18.30%	15.93%	18.86%	7.71%	18.21%	19.10%	11.96%	10.93%	14.06%	14.53%	13.90%	17.02%	17.67%	16.47%	16.30%	16.54%	7.38%	11.42%	8.50%	8.41%	14.40%	16.40%	15.03%	13.20%	0.39%					
21	Медведев Дмитрий Анатольевич	46029	1368	1046	1246	987	665	660	653	649	699	729	688	786	982	1466	866	837	828	947	1033	746	743	937	751	762	716	698	716	726	681	1417	767	980	556	687	626	964	1058	1135	1511	898	1212	670	617	804	1163	1353	872	1191	978	729	589	200	441					
		77.30%	75.08%	75.25%	75.02%	75.00%	76.52%	78.38%	78.86%	76.44%	75.49%	75.23%	74.62%	75.00%	76.24%	82.87%	76.71%	78.59%	75.48%	76.00%	73.00%	74.97%	71.51%	85.18%	75.02%	77.99%	71.82%	78.52%	80.00%	70.28%	70.79%	79.74%	72.70%	84.85%	73.35%	75.00%	77.96%	81.69%	76.28%	76.33%	76.35%	77.21%	75.14%	72.12%	76.17%	75.99%	86.66%	80.87%	87.20%	82.77%	80.96%	77.14%	76.99%	80.00%	85.80%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
